daytime,accuracy,loss,training_time,benign_count,malicious_count,flow_num
2023-04-04 16:14:24,0.43745630979537964,0.7205780744552612,0.8739519119262695,12,1419,1431
2023-04-04 17:14:24,0.9248945116996765,0.6442949175834656,0.06034708023071289,12,1173,1185
2023-04-04 18:14:24,0.9866220951080322,0.505612313747406,0.05412101745605469,12,885,897
