daytime,TP_rate,FP_rate,TN_rate,FN_rate,accuracy,loss,f1_score,benign_count,malicious_count,flow_num,benign_rate,nmr_flow_num_ratio,nmr_benign_ratio
2022-08-10 01:30:00,0.9087193460490464,1.0,0.0,0.09128065395095368,0.8917112299465241,0.6141166747608394,0.942756183745583,14,734,748,0.01871657754010695,0.5599639314697926,0.6316844919786095
2022-08-10 02:30:00,0.8975409836065574,1.0,0.0,0.10245901639344263,0.8830645161290323,0.5833255228507118,0.9379014989293362,12,732,744,0.016129032258064516,0.5563570784490531,0.5443548387096774
2022-08-10 03:30:00,0.7746666666666666,1.0,0.0,0.22533333333333333,0.7624671916010499,0.6365850922225539,0.8652271034996277,12,750,762,0.015748031496062992,0.5725879170423804,0.5314960629921259
2022-08-10 04:30:00,0.8321964529331515,1.0,0.0,0.16780354706684858,0.8165997322623829,0.6275639021989927,0.899042004421518,14,733,747,0.018741633199464525,0.5590622182146078,0.6325301204819277
2022-08-10 05:30:00,0.8360655737704918,1.0,0.0,0.16393442622950818,0.8215613382899628,0.626519349934874,0.9020408163265307,14,793,807,0.01734820322180917,0.6131650135256987,0.5855018587360595
2022-08-10 06:30:00,0.914004914004914,1.0,0.0,0.085995085995086,0.9007263922518159,0.6111135087466697,0.9477707006369427,12,814,826,0.014527845036319613,0.6302975653742109,0.49031476997578693
2022-08-10 07:30:00,0.9318181818181818,1.0,0.0,0.06818181818181818,0.9186320754716981,0.5812346651225223,0.9575906576521205,12,836,848,0.014150943396226415,0.6501352569882777,0.47759433962264153
2022-08-10 08:30:00,0.9155701754385965,1.0,0.0,0.08442982456140351,0.9017278617710583,0.5636823613875497,0.9483248154457694,14,912,926,0.01511879049676026,0.7204688908926961,0.5102591792656588
2022-08-10 09:30:00,0.9437086092715232,1.0,0.0,0.056291390728476824,0.9293478260869565,0.6075692330050206,0.9633802816901409,14,906,920,0.015217391304347827,0.715058611361587,0.5135869565217391
2022-08-10 10:30:00,0.9364224137931034,1.0,0.0,0.06357758620689655,0.924468085106383,0.613917520355633,0.960751796572692,12,928,940,0.01276595744680851,0.733092876465284,0.4308510638297872
2022-08-10 11:30:00,0.925849639546859,1.0,0.0,0.07415036045314109,0.9145473041709054,0.5476915572150439,0.9553666312433581,12,971,983,0.012207527975584944,0.7718665464382326,0.41200406917599186
2022-08-10 12:30:00,0.9354120267260579,1.0,0.0,0.0645879732739421,0.9230769230769231,0.4829485244148261,0.96,12,898,910,0.013186813186813187,0.7060414788097384,0.44505494505494503
2022-08-10 13:30:00,0.9283154121863799,1.0,0.0,0.07168458781362007,0.9130434782608695,0.5339474568691668,0.9545454545454546,14,837,851,0.01645123384253819,0.6528403967538323,0.555229142185664
2022-08-10 14:30:00,0.8888888888888888,1.0,0.0,0.1111111111111111,0.8760529482551144,0.5967370916220812,0.9339320076972418,12,819,831,0.01444043321299639,0.6348061316501352,0.4873646209386282
2022-08-10 15:30:00,0.809040590405904,1.0,0.0,0.19095940959409594,0.7987249544626593,0.5904833164685254,0.8881012658227848,14,1084,1098,0.012750455373406194,0.8755635707844904,0.43032786885245905
2022-08-10 16:30:00,0.870063694267516,1.0,0.0,0.12993630573248408,0.8548185231539425,0.6238592069862571,0.921727395411606,14,785,799,0.017521902377972465,0.60595130748422,0.5913642052565706
2022-08-10 17:30:00,0.9344490934449093,1.0,0.0,0.06555090655509066,0.9190672153635117,0.6099061414604852,0.9578270192994996,12,717,729,0.01646090534979424,0.5428313796212805,0.5555555555555556
2022-08-10 18:30:00,0.9259776536312849,1.0,0.0,0.07402234636871509,0.9107142857142857,0.6091511898151724,0.9532710280373832,12,716,728,0.016483516483516484,0.5419296663660955,0.5563186813186813
2022-08-10 19:30:00,0.8837772397094431,1.0,0.0,0.1162227602905569,0.8711217183770883,0.6221553156920477,0.9311224489795918,12,826,838,0.014319809069212411,0.6411181244364292,0.4832935560859189
2022-08-10 20:30:00,0.8638799571275455,1.0,0.0,0.13612004287245444,0.8511087645195353,0.5750124878540068,0.9195664575014262,14,933,947,0.014783526927138331,0.739404869251578,0.4989440337909187
2022-08-10 21:30:00,0.8451178451178452,1.0,0.0,0.15488215488215487,0.8320441988950277,0.6252740331294449,0.9083232810615199,14,891,905,0.015469613259668509,0.7015329125338142,0.5220994475138122
2022-08-10 22:30:00,0.9013360739979445,1.0,0.0,0.0986639260020555,0.8903553299492386,0.6265375370424634,0.9419978517722879,12,973,985,0.012182741116751269,0.7736699729486023,0.41116751269035534
2022-08-10 23:30:00,0.921957671957672,1.0,0.0,0.07804232804232804,0.9075520833333334,0.6199400422408589,0.9515358361774744,12,756,768,0.015625,0.5779981965734896,0.52734375
2022-08-11 00:30:00,0.9259757738896366,1.0,0.0,0.0740242261103634,0.9112582781456954,0.6228277602150019,0.9535689535689535,12,743,755,0.015894039735099338,0.5662759242560865,0.5364238410596026
2022-08-11 01:30:00,0.9258278145695364,1.0,0.0,0.07417218543046358,0.9077922077922078,0.6206857670967437,0.9516678012253234,15,755,770,0.01948051948051948,0.5798016230838593,0.6574675324675324
2022-08-11 02:30:00,0.8838383838383839,1.0,0.0,0.11616161616161616,0.8695652173913043,0.6241675480655505,0.9302325581395349,13,792,805,0.016149068322981366,0.6113615870153292,0.5450310559006211
2022-08-11 03:30:00,0.8952380952380953,1.0,0.0,0.10476190476190476,0.8840125391849529,0.6191485032422755,0.9384359400998337,12,945,957,0.012539184952978056,0.7484220018034264,0.4231974921630094
