daytime,accuracy,precision,recall,f1_score,loss,benign_count,malicious_count,benign_rate,flow_num,nmr_flow_num_ratio,nmr_benign_ratio
2022-08-11 06:30:00,0.9730337078651685,0.9863325740318907,0.9863325740318907,0.9863325740318907,0.5522170202392674,12,878,0.01348314606741573,890,0.4550561797752809,0.6845943482224247
2022-08-11 07:30:00,0.9745493107104984,0.9871106337271751,0.9871106337271751,0.9871106337271751,0.582897776603674,12,931,0.012725344644750796,943,0.4294803817603393,0.7329079307201458
2022-08-11 08:30:00,0.9714285714285714,0.9865284974093265,0.984488107549121,0.9855072463768116,0.5726243894047222,13,967,0.013265306122448979,980,0.447704081632653,0.7657247037374658
2022-08-11 09:30:00,0.976401179941003,0.9851190476190477,0.9910179640718563,0.9880597014925373,0.576691584002618,15,1002,0.014749262536873156,1017,0.49778761061946897,0.7976298997265269
2022-08-11 10:30:00,0.9740518962075848,0.9878542510121457,0.9858585858585859,0.9868554095045501,0.5493228383998537,12,990,0.011976047904191617,1002,0.40419161676646703,0.7866909753874202
2022-08-11 11:30:00,0.9825517993456925,0.9868565169769989,0.9955801104972376,0.9911991199119912,0.5487770146080162,12,905,0.013086150490730643,917,0.44165757906215913,0.7092069279854147
2022-08-11 12:30:00,0.978865406006674,0.9843400447427293,0.9943502824858758,0.9893198426082068,0.5271735689396779,14,885,0.01557285873192436,899,0.5255839822024471,0.690975387420237
2022-08-11 13:30:00,0.9758454106280193,0.9829683698296837,0.9926289926289926,0.9877750611246944,0.4839937569886956,14,814,0.016908212560386472,828,0.5706521739130433,0.626253418413856
2022-08-11 14:30:00,0.9858281665190434,0.9893333333333333,0.9964189794091316,0.9928635147190009,0.5004985508743229,12,1117,0.010628875110717449,1129,0.35872453498671386,0.9024612579762991
2022-08-11 15:30:00,0.9837745516652434,0.9896907216494846,0.993960310612597,0.991820921222557,0.5469504441749161,12,1159,0.010247651579846286,1171,0.3458582408198121,0.9407474931631722
2022-08-11 16:30:00,0.9850606909430439,0.9878277153558053,0.997164461247637,0.9924741298212606,0.5739177530825323,13,1058,0.012138188608776844,1071,0.4096638655462184,0.8486782133090246
2022-08-11 17:30:00,0.982779827798278,0.9852034525277436,0.9975031210986267,0.9913151364764268,0.5738888334140968,12,801,0.014760147601476014,813,0.4981549815498154,0.6144029170464904
2022-08-11 18:30:00,0.984,0.984,1.0,0.9919354838709677,0.5513071508326727,14,861,0.016,875,0.54,0.6690975387420237
2022-08-11 19:30:00,0.9809976247030879,0.9845053635280095,0.9963811821471653,0.9904076738609112,0.5694400469841716,13,829,0.015439429928741092,842,0.5210807600950118,0.6399270738377393
2022-08-11 20:30:00,0.9795454545454545,0.9851428571428571,0.994232987312572,0.9896670493685419,0.5785531298404522,13,867,0.014772727272727272,880,0.4985795454545454,0.674567000911577
2022-08-11 21:30:00,0.9797979797979798,0.9853273137697517,0.9943052391799544,0.9897959183673469,0.5682411574702942,13,878,0.014590347923681257,891,0.4924242424242423,0.6845943482224247
2022-08-11 22:30:00,0.9766899766899767,0.9835680751173709,0.9928909952606635,0.9882075471698113,0.5732485337425042,14,844,0.016317016317016316,858,0.5506993006993006,0.6536007292616226
2022-08-11 23:30:00,0.9840182648401826,0.9885321100917431,0.9953810623556582,0.9919447640966629,0.5814310993004518,10,866,0.01141552511415525,876,0.3852739726027397,0.6736554238833181
2022-08-12 00:30:00,0.9921259842519685,1.0,0.9921259842519685,0.9960474308300395,0.5723583096120747,0,127,0.0,127,0.0,0.0
2022-08-12 01:30:00,0.9799291617473436,0.9834123222748815,0.9963985594237695,0.9898628503279666,0.5818148822010749,14,833,0.01652892561983471,847,0.5578512396694214,0.6435733819507748
2022-08-12 02:30:00,0.9819563152896487,0.9866412213740458,0.9951876804619827,0.9908960229995208,0.5719421960338162,14,1039,0.013295346628679962,1053,0.4487179487179487,0.8313582497721057
2022-08-12 03:30:00,0.9803439803439803,0.9851851851851852,0.9950124688279302,0.9900744416873449,0.5646287111964186,12,802,0.014742014742014743,814,0.4975429975429975,0.6153144940747493
2022-08-12 04:30:00,0.9810650887573964,0.985731272294887,0.9951980792316927,0.9904420549581839,0.5769753256639178,12,833,0.014201183431952662,845,0.4792899408284023,0.6435733819507748
2022-08-12 05:30:00,0.9735099337748344,0.9813084112149533,0.9919028340080972,0.9865771812080537,0.5695265073175003,14,741,0.018543046357615896,755,0.6258278145695364,0.5597082953509571
2022-08-12 06:30:00,0.9809523809523809,0.987220447284345,0.9935691318327974,0.9903846153846154,0.5398887119613455,12,933,0.012698412698412698,945,0.42857142857142855,0.7347310847766636
2022-08-12 07:30:00,0.9866939611054247,0.9877049180327869,0.9989637305699481,0.9933024214322514,0.5403952799162226,12,965,0.012282497441146366,977,0.4145342886386898,0.763901549680948
2022-08-12 08:30:00,0.9761904761904762,0.9787798408488063,0.9972972972972973,0.9879518072289156,0.5258250659156498,16,740,0.021164021164021163,756,0.7142857142857142,0.5587967183226983
2022-08-12 09:30:00,0.9809322033898306,0.9872068230277186,0.9935622317596566,0.9903743315508021,0.5359575317994645,12,932,0.012711864406779662,944,0.4290254237288135,0.7338195077484047
2022-08-12 10:30:00,0.9828767123287672,0.9862542955326461,0.9965277777777778,0.9913644214162349,0.5468081107061098,12,864,0.0136986301369863,876,0.4623287671232876,0.6718322698268003
2022-08-12 11:30:00,0.9735632183908046,0.983739837398374,0.9894859813084113,0.9866045428072219,0.5676220908942454,14,856,0.016091954022988506,870,0.543103448275862,0.6645396536007292
2022-08-12 12:30:00,0.9808988764044944,0.9864406779661017,0.9943052391799544,0.9903573454339194,0.5317925953701438,12,878,0.01348314606741573,890,0.4550561797752809,0.6845943482224247
2022-08-12 13:30:00,0.9825462012320328,0.9835560123329907,0.9989561586638831,0.9911962713619886,0.5157734750665229,16,958,0.01642710472279261,974,0.5544147843942505,0.7575205104831357
2022-08-12 14:30:00,0.9846625766871165,0.9876923076923076,0.9968944099378882,0.9922720247295209,0.5004201539210025,12,966,0.012269938650306749,978,0.41411042944785276,0.7648131267092069
2022-08-12 15:30:00,0.9842105263157894,0.9873284054910243,0.9968017057569296,0.9920424403183024,0.4871458107737976,12,938,0.01263157894736842,950,0.42631578947368415,0.739288969917958
2022-08-12 16:30:00,0.9826989619377162,0.9838337182448037,0.9988276670574443,0.9912739965095986,0.5620554433470734,14,853,0.016147635524798153,867,0.5449826989619376,0.6618049225159526
2022-08-12 17:30:00,0.9766407119021134,0.984304932735426,0.992090395480226,0.988182329769274,0.5395730037201129,14,885,0.01557285873192436,899,0.5255839822024471,0.690975387420237
2022-08-12 18:30:00,0.9834368530020704,0.9875259875259875,0.9958071278825996,0.9916492693110647,0.49471663448366293,12,954,0.012422360248447204,966,0.4192546583850931,0.7538742023701003
2022-08-12 19:30:00,0.9789964994165694,0.9835873388042204,0.9952550415183867,0.9893867924528302,0.5319231339971371,14,843,0.01633605600933489,857,0.5513418903150525,0.6526891522333637
2022-08-12 20:30:00,0.9777195281782438,0.9841688654353562,0.9933422103861518,0.9887342611000662,0.5539351839217016,12,751,0.015727391874180863,763,0.5307994757536041,0.568824065633546
2022-08-12 21:30:00,0.9732977303070761,0.9811574697173621,0.9918367346938776,0.986468200270636,0.5397731776575851,14,735,0.018691588785046728,749,0.630841121495327,0.5542388331814038
2022-08-12 22:30:00,0.9753231492361927,0.9857482185273159,0.9892729439809297,0.9875074360499703,0.5663866877616935,12,839,0.01410105757931845,851,0.47591069330199764,0.6490428441203281
2022-08-12 23:30:00,0.9797724399494311,0.9847522236340533,0.9948652118100129,0.9897828863346104,0.5728643925823976,12,779,0.015170670037926675,791,0.5120101137800251,0.5943482224247949
2022-08-13 00:30:00,0.9773936170212766,0.9813084112149533,0.9959349593495935,0.9885675857431069,0.5745499277498171,14,738,0.018617021276595744,752,0.6283244680851063,0.5569735642661805
2022-08-13 01:30:00,0.9704641350210971,0.9801136363636364,0.9899569583931134,0.9850107066381156,0.5731617278338514,14,697,0.01969057665260197,711,0.6645569620253164,0.5195989061075661
2022-08-13 02:30:00,0.9820051413881749,0.9858064516129033,0.9960886571056062,0.9909208819714657,0.567460642409892,11,767,0.014138817480719794,778,0.477185089974293,0.5834092980856882
2022-08-13 03:30:00,0.9787910922587487,0.9871657754010695,0.99140708915145,0.9892818863879957,0.5725662479281526,12,931,0.012725344644750796,943,0.4294803817603393,0.7329079307201458
2022-08-13 04:30:00,0.9771359807460891,0.9854368932038835,0.9914529914529915,0.9884357881923311,0.5819223735650431,12,819,0.01444043321299639,831,0.4873646209386282,0.6308113035551504
2022-08-13 05:30:00,0.972636815920398,0.9799498746867168,0.9923857868020305,0.9861286254728878,0.5796174888177676,16,788,0.01990049751243781,804,0.671641791044776,0.6025524156791249
2022-08-13 06:30:00,0.980106100795756,0.9840213049267643,0.9959568733153639,0.9899531145344943,0.581270579310862,12,742,0.015915119363395226,754,0.5371352785145888,0.560619872379216
2022-08-13 07:30:00,0.9798994974874372,0.9848484848484849,0.9948979591836735,0.9898477157360406,0.552108273947281,12,784,0.01507537688442211,796,0.5087939698492462,0.5989061075660893
2022-08-13 08:30:00,0.9763313609467456,0.9821428571428571,0.9939759036144579,0.9880239520958084,0.530263719635375,12,664,0.01775147928994083,676,0.5991124260355029,0.4895168641750227
2022-08-13 09:30:00,0.974739970282318,0.9835082458770614,0.9909365558912386,0.9872084273890143,0.5689343229021057,11,662,0.01634472511144131,673,0.5516344725111442,0.48769371011850493
2022-08-13 10:30:00,0.975397973950796,0.9825072886297376,0.9926362297496318,0.9875457875457876,0.5728574558796018,12,679,0.017366136034732273,691,0.5861070911722143,0.503190519598906
2022-08-13 11:30:00,0.969047619047619,0.980722891566265,0.9878640776699029,0.9842805320435308,0.528261530090508,16,824,0.01904761904761905,840,0.6428571428571429,0.6353691886964448
2022-08-13 12:30:00,0.9789750328515112,0.9841479524438573,0.9946595460614153,0.9893758300132802,0.45595346464756215,12,749,0.01576872536136662,761,0.5321944809461234,0.5670009115770283
2022-08-13 13:30:00,0.9746328437917223,0.9838274932614556,0.9905020352781547,0.9871534820824882,0.5572235480246946,12,737,0.01602136181575434,749,0.540720961281709,0.5560619872379216
2022-08-13 14:30:00,0.97265625,0.9828947368421053,0.9894039735099338,0.9861386138613861,0.5226112778807298,13,755,0.016927083333333332,768,0.5712890624999999,0.5724703737465815
2022-08-13 15:30:00,0.9834619625137817,0.9856353591160221,0.9977628635346756,0.9916620344635909,0.5466067296036281,13,894,0.014332965821389196,907,0.4837375964718853,0.699179580674567
2022-08-13 16:30:00,0.9758162031438936,0.9841463414634146,0.9914004914004914,0.9877600979192166,0.5536427464684144,13,814,0.015719467956469165,827,0.5305320435308343,0.626253418413856
2022-08-13 17:30:00,0.9779507133592736,0.9830508474576272,0.9947229551451188,0.9888524590163934,0.5104785799773688,13,758,0.016861219195849545,771,0.569066147859922,0.5752051048313582
2022-08-13 18:30:00,0.9742388758782201,0.985781990521327,0.9881235154394299,0.9869513641755635,0.5200179060745742,12,842,0.01405152224824356,854,0.4742388758782201,0.6517775752051048
2022-08-13 19:30:00,0.9756380510440835,0.9859320046893317,0.9894117647058823,0.9876688197298884,0.5220026961122148,12,850,0.013921113689095127,862,0.4698375870069605,0.6590701914311758
2022-08-13 20:30:00,0.9772972972972973,0.9836779107725789,0.9934065934065934,0.9885183160196829,0.5534283394887765,15,910,0.016216216216216217,925,0.5472972972972973,0.7137648131267091
2022-08-13 21:30:00,0.9781021897810219,0.9863301787592008,0.9915433403805497,0.988929889298893,0.5077508346033386,13,946,0.013555787278415016,959,0.45750782064650675,0.7465815861440291
2022-08-13 22:30:00,0.9819277108433735,0.9878787878787879,0.9939024390243902,0.9908814589665653,0.5308780072093979,12,984,0.012048192771084338,996,0.4066265060240964,0.7812215132178668
2022-08-13 23:30:00,0.9821029082774049,0.9865168539325843,0.9954648526077098,0.9909706546275395,0.5843981779809414,12,882,0.013422818791946308,894,0.4530201342281878,0.6882406563354603
2022-08-14 00:30:00,0.9791154791154791,0.9839506172839506,0.9950062421972534,0.9894475481067659,0.5785210720438891,13,801,0.01597051597051597,814,0.539004914004914,0.6144029170464904
2022-08-14 01:30:00,0.9744952178533475,0.9839055793991416,0.990280777537797,0.9870828848223897,0.5284980071242013,15,926,0.015940488841657812,941,0.5379914984059511,0.7283500455788514
2022-08-14 02:30:00,0.9755244755244755,0.9870283018867925,0.9881936245572609,0.9876106194690265,0.5256293179027256,11,847,0.01282051282051282,858,0.43269230769230765,0.6563354603463992
2022-08-14 03:30:00,0.9791666666666666,0.9852034525277436,0.9937810945273632,0.9894736842105263,0.5370338399321141,12,804,0.014705882352941176,816,0.49632352941176466,0.617137648131267
2022-08-14 04:30:00,0.9753846153846154,0.9814241486068112,0.9937304075235109,0.9875389408099688,0.571898352430502,12,638,0.018461538461538463,650,0.6230769230769231,0.46581586144029163
2022-08-14 05:30:00,0.9735744089012517,0.9831460674157303,0.9900990099009901,0.9866102889358703,0.5750485162287855,12,707,0.016689847009735744,719,0.5632823365785814,0.5287146763901549
2022-08-14 06:30:00,0.9699738903394256,0.9789196310935442,0.9906666666666667,0.9847581179589132,0.5772296354366695,16,750,0.020887728459530026,766,0.7049608355091384,0.5679124886052871
2022-08-14 07:30:00,0.9767441860465116,0.9851851851851852,0.991304347826087,0.9882352941176471,0.5687432543957524,12,805,0.014687882496940025,817,0.4957160342717258,0.618049225159526
2022-08-14 08:30:00,0.9827338129496402,0.984149855907781,0.9985380116959064,0.9912917271407837,0.5692242668465943,11,684,0.015827338129496403,695,0.5341726618705035,0.5077484047402006
2022-08-14 09:30:00,0.9727891156462585,0.9834938101788171,0.9889349930843707,0.9862068965517241,0.5070964480635075,12,723,0.0163265306122449,735,0.5510204081632654,0.5432999088422972
2022-08-14 10:30:00,0.9826302729528535,0.9850746268656716,0.9974811083123426,0.9912390488110138,0.5276595245094108,12,794,0.01488833746898263,806,0.5024813895781638,0.6080218778486782
2022-08-14 11:30:00,0.9668674698795181,0.9786585365853658,0.9876923076923076,0.9831546707503829,0.5726681289801258,14,650,0.02108433734939759,664,0.7115963855421685,0.47675478577939834
2022-08-14 12:30:00,0.97610513739546,0.9831528279181708,0.9927095990279465,0.9879081015719468,0.5292040292695023,14,823,0.016726403823178016,837,0.564516129032258,0.6344576116681859
2022-08-14 13:30:00,0.9816849816849816,0.9852941176470589,0.9962825278810409,0.9907578558225508,0.5267406677689358,12,807,0.014652014652014652,819,0.49450549450549447,0.6198723792160438
2022-08-14 14:30:00,0.9769230769230769,0.9819587628865979,0.9947780678851175,0.9883268482490273,0.5771404173300612,14,766,0.017948717948717947,780,0.6057692307692307,0.5824977210574294
2022-08-14 15:30:00,0.9864253393665159,0.9864253393665159,1.0,0.9931662870159453,0.5751838982456923,12,872,0.013574660633484163,884,0.4581447963800905,0.6791248860528715
2022-08-14 16:30:00,0.9773299748110831,0.9822784810126582,0.9948717948717949,0.9885350318471338,0.5405238510359315,14,780,0.017632241813602016,794,0.5950881612090679,0.5952597994530537
2022-08-14 17:30:00,0.978021978021978,0.9834254143646409,0.994413407821229,0.9888888888888889,0.5749725110253215,12,716,0.016483516483516484,728,0.5563186813186812,0.5369188696444849
2022-08-14 18:30:00,0.983502538071066,0.9860050890585241,0.9974259974259975,0.9916826615483045,0.536851268017398,11,777,0.013959390862944163,788,0.47112944162436543,0.5925250683682771
2022-08-14 19:30:00,0.9828178694158075,0.9862068965517241,0.9965156794425087,0.9913344887348353,0.5567162894624931,12,861,0.013745704467353952,873,0.46391752577319584,0.6690975387420237
2022-08-14 20:30:00,0.9779837775202781,0.9813953488372092,0.9964580873671782,0.9888693614528412,0.5771924681314233,16,847,0.01853997682502897,863,0.6257242178447276,0.6563354603463992
2022-08-14 21:30:00,0.9789343246592317,0.9850374064837906,0.9937106918238994,0.989355040701315,0.5777207238607648,12,795,0.01486988847583643,807,0.5018587360594795,0.6089334548769371
2022-08-14 22:30:00,0.9764267990074442,0.9849812265331664,0.9911838790931989,0.9880728185812931,0.5848901693743901,12,794,0.01488833746898263,806,0.5024813895781638,0.6080218778486782
2022-08-14 23:30:00,0.9794520547945206,0.9839449541284404,0.9953596287703016,0.9896193771626297,0.5848638485093332,14,862,0.01598173515981735,876,0.5393835616438356,0.6700091157702825
2022-08-15 00:30:00,0.9781021897810219,0.9828850855745721,0.995049504950495,0.988929889298893,0.5767829695763927,14,808,0.0170316301703163,822,0.5748175182481751,0.6207839562443026
2022-08-15 01:30:00,0.970013037809648,0.9841269841269841,0.9854304635761589,0.984778292521509,0.5810582451697422,12,755,0.01564537157757497,767,0.5280312907431552,0.5724703737465815
2022-08-15 02:30:00,0.9794871794871794,0.9832689832689833,0.9960886571056062,0.9896373056994818,0.5761951156930621,13,767,0.016666666666666666,780,0.5625,0.5834092980856882
2022-08-15 03:30:00,0.9780334728033473,0.9862869198312236,0.9915164369034994,0.9888947646747752,0.5607891539389636,13,943,0.013598326359832637,956,0.45894351464435146,0.7438468550592525
2022-08-15 04:30:00,0.9804161566707467,0.985239852398524,0.9950310559006211,0.9901112484548825,0.5680729196908794,12,805,0.014687882496940025,817,0.4957160342717258,0.618049225159526
2022-08-15 05:30:00,0.9763157894736842,0.9853917662682603,0.9906542056074766,0.9880159786950732,0.5739395462140391,11,749,0.014473684210526316,760,0.48848684210526305,0.5670009115770283
2022-08-15 06:30:00,0.9780821917808219,0.9848275862068966,0.9930458970792768,0.9889196675900277,0.5476406075990286,11,719,0.015068493150684932,730,0.5085616438356164,0.5396536007292616
2022-08-15 07:30:00,0.9766355140186916,0.9835294117647059,0.9928741092636579,0.9881796690307328,0.5174998598527123,14,842,0.016355140186915886,856,0.551985981308411,0.6517775752051048
2022-08-15 08:30:00,0.9812108559498957,0.9873949579831933,0.9936575052854123,0.9905163329820864,0.5138369273081935,12,946,0.012526096033402923,958,0.42275574112734865,0.7465815861440291
2022-08-15 09:30:00,0.979765708200213,0.9860664523043944,0.9935205183585313,0.9897794513179129,0.5679180846168955,13,926,0.013844515441959531,939,0.4672523961661341,0.7283500455788514
2022-08-15 10:30:00,0.9808080808080808,0.9857868020304569,0.9948770491803278,0.9903110657827638,0.5364268845979216,14,976,0.014141414141414142,990,0.4772727272727273,0.7739288969917958
2022-08-15 11:30:00,0.9801401869158879,0.9858989424206815,0.9940758293838863,0.9899705014749263,0.5302640275274731,12,844,0.014018691588785047,856,0.4731308411214953,0.6536007292616226
2022-08-15 12:30:00,0.982532751091703,0.9868421052631579,0.995575221238938,0.9911894273127754,0.5323900006996688,12,904,0.013100436681222707,916,0.4421397379912663,0.7082953509571558
2022-08-15 13:30:00,0.9742086752637749,0.9811097992916175,0.992831541218638,0.9869358669833729,0.5697249286868106,16,837,0.01875732708089097,853,0.6330597889800702,0.6472196900638103
2022-08-15 14:30:00,0.9797160243407708,0.9877300613496932,0.9917864476386037,0.9897540983606558,0.5308826772970192,12,974,0.012170385395537525,986,0.4107505070993915,0.772105742935278
2022-08-15 15:30:00,0.983789260385005,0.9887983706720977,0.9948770491803278,0.9918283963227783,0.545385351970784,11,976,0.011144883485309016,987,0.37613981762917925,0.7739288969917958
2022-08-15 16:30:00,0.9746121297602257,0.9829302987197724,0.9913916786226685,0.9871428571428571,0.5785070716776892,12,697,0.01692524682651622,709,0.5712270803949224,0.5195989061075661
2022-08-15 17:30:00,0.9703703703703703,0.9703703703703703,1.0,0.9849624060150376,0.592052929816656,4,131,0.02962962962962963,135,1.0,0.003646308113035554
2022-08-15 18:30:00,0.9712418300653595,0.9841059602649007,0.9867197875166003,0.9854111405835544,0.5766336574355587,12,753,0.01568627450980392,765,0.5294117647058822,0.5706472196900638
2022-08-15 19:30:00,0.9727891156462585,0.9834938101788171,0.9889349930843707,0.9862068965517241,0.5802677436297378,12,723,0.0163265306122449,735,0.5510204081632654,0.5432999088422972
2022-08-15 20:30:00,0.9772727272727273,0.9831528279181708,0.9939172749391727,0.9885057471264368,0.5806342572752042,14,822,0.01674641148325359,836,0.5651913875598086,0.633546034639927
2022-08-15 21:30:00,0.9805194805194806,0.985854189336235,0.9945115257958288,0.9901639344262295,0.5481308276660474,13,911,0.01406926406926407,924,0.4748376623376623,0.7146763901549681
2022-08-15 22:30:00,0.9738154613466334,0.9848675914249685,0.9886075949367089,0.9867340492735313,0.5618193248564705,12,790,0.014962593516209476,802,0.5049875311720697,0.6043755697356427
2022-08-15 23:30:00,0.9781021897810219,0.9828850855745721,0.995049504950495,0.988929889298893,0.585944573533798,14,808,0.0170316301703163,822,0.5748175182481751,0.6207839562443026
2022-08-16 00:30:00,0.9694189602446484,0.9814241486068112,0.9875389408099688,0.984472049689441,0.58334666386999,12,642,0.01834862385321101,654,0.6192660550458715,0.4694621695533272
2022-08-16 01:30:00,0.9773299748110831,0.9835234474017744,0.9935979513444302,0.9885350318471338,0.5833884625586394,13,781,0.0163727959697733,794,0.5525818639798489,0.5961713764813127
2022-08-16 02:30:00,0.9827188940092166,0.9872685185185185,0.9953325554259043,0.9912841371295759,0.5579942097779267,11,857,0.012672811059907835,868,0.4277073732718894,0.6654512306289881
2022-08-16 03:30:00,0.9738846572361263,0.9867695700110254,0.9867695700110254,0.9867695700110254,0.540691276692521,12,907,0.013057671381936888,919,0.44069640914036995,0.7110300820419325
2022-08-16 04:30:00,0.9862459546925566,0.9902518277822908,0.9959150326797386,0.9930753564154786,0.5579319594539073,12,1224,0.009708737864077669,1236,0.3276699029126213,0.9999999999999999
2022-08-16 05:30:00,0.9780534351145038,0.9855769230769231,0.9922555663117134,0.9889049686444766,0.5824468918169917,15,1033,0.01431297709923664,1048,0.4830629770992365,0.8258887876025524
2022-08-16 06:30:00,0.9803312629399586,0.9864583333333333,0.993704092339979,0.9900679560899112,0.5874588204074715,13,953,0.013457556935817806,966,0.45419254658385094,0.7529626253418413
2022-08-16 07:30:00,0.9824150058616647,0.9858823529411764,0.9964328180737217,0.9911295091661738,0.5823363983309353,12,841,0.01406799531066823,853,0.47479484173505276,0.6508659981768459
2022-08-16 08:30:00,0.9827760891590679,0.9857723577235772,0.9969167523124358,0.9913132345426674,0.587710442218864,14,973,0.014184397163120567,987,0.4787234042553191,0.7711941659070191
2022-08-16 09:30:00,0.9782857142857143,0.9839080459770115,0.9941927990708479,0.9890236857307915,0.5724359787571959,14,861,0.016,875,0.54,0.6690975387420237
