address,partner,date,rcv_packet_count,snd_packet_count,tcp_count,udp_count,most_port,port_count,rcv_max_int,rcv_min_int,rcv_max_len,rcv_min_len,snd_max_int,snd_min_int,snd_max_len,snd_min_len,label
83.97.73.89,192.168.10.5,202306090359,6,5,11,0,8080,1,1.292553,0.0,402,52,1.008429,0.0,60,52,1
195.3.147.52,192.168.10.5,202306090359,10,12,22,0,22,1,1.26564,0.001498,944,40,0.968673,0.000917,888,40,1
95.214.25.181,192.168.10.5,202306090359,7,8,15,0,25,1,0.299525,0.010761,52,40,0.303136,0.000499,112,40,1
167.248.133.135,192.168.10.5,202306090359,2,1,3,0,28080,1,0.141662,0.141662,44,40,-10000,-10000,44,44,1
167.248.133.51,192.168.10.5,202306090359,14,10,24,0,28080,1,1.156417,0.0,295,40,1.147497,0.0,60,40,1
162.142.125.160,192.168.10.5,202306090359,2,1,3,0,28080,1,0.159405,0.159405,60,40,-10000,-10000,60,60,1
159.203.182.222,192.168.10.5,202306090359,3,1,4,0,8010,1,0.159086,0.030924,44,40,-10000,-10000,44,44,1
164.92.192.25,192.168.10.5,202306090359,10,8,18,0,8010,1,1.291259,0.000341,291,52,1.008651,0.0,60,52,1
162.216.150.138,192.168.10.5,202306090359,4,4,8,0,16959,1,1.397701,0.0,44,44,1.369714,0.0,44,40,1
89.248.165.14,192.168.10.5,202306090400,3,1,4,0,30977,1,0.23058,0.004729,44,40,-10000,-10000,44,44,1
83.48.70.199,192.168.10.5,202306090359,12,9,21,0,3389,1,38.074297,0.000291,83,40,38.371833,0.028752,59,40,1
128.116.44.33,192.168.10.5,202306090359,1,6,7,0,443,1,-10000,-10000,52,52,16.240521,1.022726,52,52,1
193.42.32.84,192.168.10.5,202306090400,7,7,14,0,25,1,0.248409,0.000838,52,40,0.248409,0.000445,112,40,1
110.40.208.171,192.168.10.5,202306090400,5,5,10,0,5900,1,0.16882,0.0,64,52,0.17079,0.001451,64,52,1
124.221.178.222,192.168.10.5,202306090400,6,6,12,0,5900,1,0.466345,0.0,64,52,0.466281,0.000741,64,52,1
192.241.225.23,192.168.10.5,202306090400,5,5,10,0,11211,1,1.128424,0.0,60,52,1.00929,0.0,60,52,1
185.246.222.42,192.168.10.5,202306090400,6,4,10,0,56380,1,1.246651,0.0,151,40,1.008623,0.0,48,40,1
169.255.70.71,192.168.10.5,202306090400,4,3,7,0,3389,1,0.292525,0.000614,83,40,0.253111,0.040678,59,40,1
178.62.99.148,192.168.10.5,202306090400,4,3,7,0,36453,2,35.026009,0.006927,44,40,35.025537,0.250372,44,40,1
91.240.118.221,192.168.10.5,202306090400,3,1,4,0,8932,1,0.294025,0.004471,44,40,-10000,-10000,44,44,1
152.32.242.73,192.168.10.5,202306090400,2,1,3,0,52869,1,0.085178,0.085178,44,40,-10000,-10000,44,44,1
118.24.153.214,192.168.10.5,202306090400,6,5,11,0,22056,1,1.255022,1e-06,44,40,1.262166,0.0,44,40,1
35.203.211.13,192.168.10.5,202306090359,8,6,14,0,47517,1,58.048856,0.0,259,40,58.270835,0.0,60,44,1
170.106.115.253,192.168.10.5,202306090400,17,15,32,0,10256,1,10.012158,0.0,295,40,10.118522,0.0,60,40,1
107.170.238.14,192.168.10.5,202306090401,1,1,2,0,520,1,-10000,-10000,44,44,-10000,-10000,40,40,1
106.13.223.201,192.168.10.5,202306090401,5,6,11,0,5900,1,0.895765,1e-06,64,52,0.667648,0.001101,64,52,1
1.29.138.157,192.168.10.5,202306090401,5,5,10,0,81,1,0.115215,0.0,188,40,0.115129,0.000495,341,40,1
23.224.97.235,192.168.10.5,202306090358,21,15,36,0,445,1,63.725928,0.000858,180,40,64.085527,0.006022,221,40,1
104.156.155.3,192.168.10.5,202306090400,7,3,10,0,7998,3,41.531692,0.000617,44,40,41.749827,37.693744,44,40,1
