address,partner,date,rcv_packet_count,snd_packet_count,tcp_count,udp_count,most_port,port_count,rcv_max_int,rcv_min_int,rcv_max_len,rcv_min_len,snd_max_int,snd_min_int,snd_max_len,snd_min_len,label
128.116.74.180,192.168.10.5,202305160158,14,67,81,0,80,2,29.358874,0.006832,52,40,13.66187,0.0,52,52,1
36.134.102.251,192.168.10.5,202305160159,5,5,10,0,5900,1,0.101205,0.0,64,52,0.100069,0.001087,64,52,1
183.255.49.86,192.168.10.5,202305160159,5,6,11,0,5900,1,0.124472,0.0,64,52,0.122979,0.0,64,52,1
115.59.58.221,192.168.10.5,202305160158,7,4,11,0,23,1,30.602905,0.095109,60,40,30.700782,0.120877,60,44,1
159.89.124.112,192.168.10.5,202305160159,22,17,39,0,14147,1,1.182098,0.0,303,52,1.163902,0.0,60,52,1
150.158.50.247,192.168.10.5,202305160159,5,5,10,0,5900,1,0.181586,1e-06,64,52,0.181826,0.000863,64,52,1
146.88.240.4,192.168.10.5,202305160159,1,0,0,1,1701,1,-10000,-10000,84,84,-10000,-10000,-10000,-10000,1
91.240.118.71,192.168.10.5,202305160159,3,1,4,0,3698,1,0.275861,0.002312,44,40,-10000,-10000,44,44,1
164.92.114.247,192.168.10.5,202305160159,18,15,33,0,3689,2,42.433788,0.001255,303,52,42.43437,0.0,60,52,1
185.161.248.32,192.168.10.5,202305160200,3,1,4,0,55322,1,0.277095,0.000891,44,40,-10000,-10000,44,44,1
101.34.37.129,192.168.10.5,202305160201,5,7,12,0,5900,1,1.265171,0.0,64,52,0.547174,0.000991,64,52,1
150.158.34.228,192.168.10.5,202305160201,5,6,11,0,5900,1,0.720335,0.0,64,52,0.543088,0.0012,64,52,1
176.98.42.218,192.168.10.5,202305160201,4,3,7,0,3389,1,0.385907,0.002311,83,40,0.300132,0.082813,59,40,1
89.208.93.103,192.168.10.5,202305160200,7,4,11,0,23,1,31.240744,0.003871,60,40,31.534345,0.288788,60,44,1
107.170.243.22,192.168.10.5,202305160200,6,11,17,0,8445,1,70.42226,0.0,180,44,38.749953,1e-06,60,44,1
192.241.201.126,192.168.10.5,202305160200,1,6,7,0,45000,1,-10000,-10000,44,44,16.239671,1.007844,44,44,1
217.17.230.165,192.168.10.5,202305160201,4,3,7,0,3389,1,0.222908,0.002335,83,40,0.191417,0.032775,59,40,1
128.116.74.180,192.168.10.5,202305160200,12,52,64,0,443,2,27.010232,0.436477,52,40,6.960112,0.031829,52,44,1
34.77.127.183,192.168.10.5,202305160201,12,10,22,0,49152,2,4.984975,0.0,316,52,4.986439,0.0,60,52,1
5.157.123.41,192.168.10.5,202305160201,5,5,10,0,26599,1,1.265125,0.000308,59,40,1.008795,0.0,52,40,1
23.224.186.217,192.168.10.5,202305160200,39,59,98,0,2096,1,8.375561,0.0,322,52,43.305895,0.0,64,52,1
34.76.96.55,192.168.10.5,202305160201,5,5,10,0,9944,1,1.238919,0.001588,315,52,1.007679,0.0,60,52,1
185.233.19.94,192.168.10.5,202305160202,2,1,3,0,5060,1,0.067232,0.067232,44,44,-10000,-10000,44,44,1
34.76.158.233,192.168.10.5,202305160201,11,10,21,0,4567,2,53.167223,0.000297,316,52,53.167821,0.0,60,52,1
106.15.40.148,192.168.10.5,202305160202,5,5,10,0,5900,1,0.173622,0.0,64,52,0.174122,0.000456,64,52,1
114.215.179.136,192.168.10.5,202305160202,5,5,10,0,5900,1,0.178434,0.0,64,52,0.17744,0.000924,64,52,1
119.23.228.24,192.168.10.5,202305160202,6,7,13,0,5900,1,0.51359,1e-06,64,52,0.512733,0.000857,64,52,1
120.55.64.33,192.168.10.5,202305160202,5,5,10,0,5900,1,0.183504,0.0,64,52,0.183255,0.001262,64,52,1
94.102.50.103,192.168.10.5,202305160202,3,1,4,0,2019,1,0.24398,0.000575,44,40,-10000,-10000,44,44,1
167.94.138.143,192.168.10.5,202305160202,2,1,3,0,2004,1,0.230577,0.230577,44,40,-10000,-10000,44,44,1
167.94.138.35,192.168.10.5,202305160202,15,11,26,0,2004,1,1.242553,7e-05,295,40,1.236068,0.0,60,52,1
103.162.36.21,192.168.10.5,202305160202,4,3,7,0,3389,1,0.134578,1e-06,83,40,0.096194,0.035821,59,40,1
218.92.0.95,192.168.10.5,202305160202,11,11,22,0,22,1,0.25323,4.8e-05,908,52,0.276521,0.000341,699,52,1
34.78.249.41,192.168.10.5,202305160202,5,5,10,0,7547,1,1.239034,0.0,315,52,1.008482,9.5e-05,60,52,1
89.248.165.14,192.168.10.5,202305160202,22,17,39,0,36974,1,1.256659,0.0,111,40,1.008684,0.0,60,40,1
159.89.124.112,192.168.10.5,202305160202,12,10,22,0,1801,2,6.863308,0.000245,624,52,6.863894,0.0,60,52,1
167.94.138.159,192.168.10.5,202305160202,2,1,3,0,43221,1,0.1998,0.1998,44,40,-10000,-10000,44,44,1
162.142.125.160,192.168.10.5,202305160202,4,2,6,0,2004,2,37.353788,0.138788,60,40,37.496394,37.496394,60,60,1
167.94.138.52,192.168.10.5,202305160202,14,10,24,0,43221,1,1.204913,0.0,295,40,1.207463,0.0,60,40,1
34.79.162.186,192.168.10.5,202305160202,6,5,11,0,9191,1,1.238345,0.000115,314,52,1.008295,0.0,60,52,1
5.34.176.27,192.168.10.5,202305160202,1,5,6,0,31080,1,-10000,-10000,44,44,8.252537,1.019674,44,44,1
35.187.98.121,192.168.10.5,202305160203,7,5,12,0,5432,1,0.228731,0.0,93,52,0.22963,0.000301,61,52,1
89.248.165.214,192.168.10.5,202305160203,16,16,32,0,20081,1,1.260647,0.0,115,52,1.008657,0.0,60,52,1
103.162.36.21,192.168.10.5,202305160203,1,1,2,0,3389,1,-10000,-10000,83,83,-10000,-10000,40,40,1
34.140.248.32,192.168.10.5,202305160203,6,5,11,0,5357,1,1.23771,0.000307,314,52,1.007928,1e-06,60,52,1
176.98.42.218,192.168.10.5,202305160203,4,3,7,0,3389,1,0.406591,0.000949,83,40,0.307291,0.09976,59,40,1
193.112.16.103,192.168.10.5,202305160203,1,0,0,1,27015,1,-10000,-10000,53,53,-10000,-10000,-10000,-10000,1
