address,partner,date,rcv_packet_count,snd_packet_count,tcp_count,udp_count,most_port,port_count,rcv_max_int,rcv_min_int,rcv_max_len,rcv_min_len,snd_max_int,snd_min_int,snd_max_len,snd_min_len,label
36.110.64.212,192.168.10.5,202306151958,5,5,10,0,2375,1,1.191891,0.000901,181,52,1.008324,0.0,60,52,1
192.241.207.44,192.168.10.5,202306151957,7,11,18,0,5938,1,91.831139,0.0,61,44,60.186768,0.0,60,44,1
78.190.55.159,192.168.10.5,202306151922,11466,9627,21093,0,445,1,11.825596,0.0,150,40,15.724301,0.0,129,40,1
162.142.125.232,192.168.10.5,202306151959,2,1,3,0,1972,1,0.142205,0.142205,44,40,-10000,-10000,44,44,1
162.142.125.217,192.168.10.5,202306151959,14,10,24,0,1972,1,1.159462,0.0,295,40,1.151055,0.0,60,40,1
162.142.125.235,192.168.10.5,202306151959,2,1,3,0,1370,1,0.155764,0.155764,44,40,-10000,-10000,44,44,1
162.142.125.224,192.168.10.5,202306151959,13,8,21,0,1370,1,1.15579,0.0,295,40,1.155897,0.0,60,52,1
20.189.122.249,192.168.10.5,202306151958,466,433,899,0,22,1,5.956081,0.0,1012,52,6.011532,0.0,699,52,1
79.110.49.69,192.168.10.5,202306152000,3,1,4,0,6000,1,0.238041,0.004449,44,40,-10000,-10000,44,44,1
83.97.73.89,192.168.10.5,202306151959,19,17,36,0,8080,1,12.98993,0.0,395,40,13.278923,0.0,60,40,1
79.124.62.82,192.168.10.5,202306152000,3,1,4,0,58240,1,0.295234,0.0,44,40,-10000,-10000,44,44,1
89.248.165.85,192.168.10.5,202306152000,3,1,4,0,59974,1,0.238046,0.000897,44,40,-10000,-10000,44,44,1
113.62.160.110,192.168.10.5,202306152000,8,6,14,0,8090,1,7.074751,0.0,669,40,7.33769,1e-06,60,44,1
167.248.133.133,192.168.10.5,202306152000,2,1,3,0,995,1,0.1387,0.1387,44,40,-10000,-10000,44,44,1
167.248.133.35,192.168.10.5,202306152000,9,6,15,0,995,1,15.002791,0.000901,295,52,15.147971,0.001151,1410,52,1
162.142.125.129,192.168.10.5,202306152001,2,1,3,0,20201,1,0.13884,0.13884,44,40,-10000,-10000,44,44,1
162.142.125.160,192.168.10.5,202306151959,8,4,12,0,1370,4,64.95432,0.14327,60,40,65.104012,0.650561,60,60,1
162.142.125.223,192.168.10.5,202306152001,14,10,24,0,20201,1,1.154169,6.5e-05,295,40,1.151404,0.0,60,40,1
78.128.113.250,192.168.10.5,202306152001,3,1,4,0,4201,1,0.281043,0.042941,44,40,-10000,-10000,44,44,1
173.231.16.76,192.168.10.5,202306152001,11,12,23,0,38932,1,0.143942,0.0,2628,52,0.137027,0.0,575,40,1
138.68.248.196,192.168.10.5,202306152001,240,199,439,0,1557,1,1.131737,0.0,275,40,1.1274,0.0,60,52,1
167.94.146.21,192.168.10.5,202306152002,2,1,3,0,36543,1,0.267851,0.267851,44,40,-10000,-10000,44,44,1
157.230.184.168,192.168.10.5,202306152002,4,3,7,0,3389,1,0.198989,0.000298,83,40,0.163057,0.034875,59,40,1
167.94.146.58,192.168.10.5,202306152002,14,10,24,0,36543,1,1.268408,0.0,295,40,1.271561,0.0,60,40,1
198.74.56.46,192.168.10.5,202306152001,7,10,17,0,8080,1,12.208929,0.873189,44,40,12.11564,0.0,44,40,1
185.224.128.17,192.168.10.5,202306152002,17,16,33,0,1888,1,1.191654,0.0,134,40,0.966792,0.0,60,44,1
91.240.118.224,192.168.10.5,202306152002,3,1,4,0,5559,1,0.276479,0.004117,44,40,-10000,-10000,44,44,1
162.142.125.242,192.168.10.5,202306152002,2,1,3,0,8146,1,0.148607,0.148607,44,40,-10000,-10000,44,44,1
162.142.125.223,192.168.10.5,202306152002,14,10,24,0,8146,1,1.153977,0.000287,295,40,1.145412,0.0,60,40,1
162.142.125.160,192.168.10.5,202306152002,2,1,3,0,8146,1,0.15113,0.15113,60,40,-10000,-10000,60,60,1
94.102.61.38,192.168.10.5,202306152002,6,11,17,0,5608,1,52.47103,0.002355,262,44,20.73805,1e-06,60,44,1
193.32.162.189,192.168.10.5,202306152002,2,1,3,0,34567,1,0.284551,0.284551,44,40,-10000,-10000,44,44,1
89.248.165.35,192.168.10.5,202306152003,3,1,4,0,5150,1,0.238004,0.010451,44,40,-10000,-10000,44,44,1
79.124.62.130,192.168.10.5,202306152003,3,1,4,0,14428,1,0.278508,0.000601,44,40,-10000,-10000,44,44,1
183.136.225.5,192.168.10.5,202306152003,1,0,0,1,80,1,-10000,-10000,44,44,-10000,-10000,-10000,-10000,1
192.241.197.61,192.168.10.5,202306152001,7,10,17,0,1433,1,97.908073,0.0,104,44,66.320457,0.020707,95,44,1
89.248.165.109,192.168.10.5,202306152003,16,15,31,0,15100,1,1.248826,0.0,115,52,1.008428,0.0,60,52,1
35.203.211.8,192.168.10.5,202306152002,8,6,14,0,49800,1,46.487536,1e-06,259,40,46.707881,0.0,60,44,1
43.130.57.239,192.168.10.5,202306152003,22,19,41,0,7002,1,10.001143,0.0,295,40,10.118893,0.0,60,40,1
162.142.125.95,192.168.10.5,202306152004,2,1,3,0,9230,1,0.137874,0.137874,44,40,-10000,-10000,44,44,1
162.142.125.224,192.168.10.5,202306152004,16,12,28,0,9230,1,1.160264,0.0,295,40,1.156955,0.0,60,40,1
