daytime,TP_rate,FP_rate,TN_rate,FN_rate,accuracy,loss,f1_score,benign_count,malicious_count,flow_num,benign_rate,nmr_flow_num_rate,nmr_benign_rate
2022-08-03 22:44:05,0.9540229885057471,0.0,1.0,0.04597701149425287,0.9550561797752809,0.5350409228694589,0.9764705882352941,2,87,89,0.02247191011235955,0.7014925373134329,0.33146067415730335
2022-08-03 22:49:05,0.9298245614035088,,,0.07017543859649122,0.9298245614035088,0.52518965378339,0.9636363636363636,0,57,57,0.0,0.22388059701492535,0.0
2022-08-03 22:54:05,1.0,1.0,0.0,0.0,0.9743589743589743,0.49674000856795275,0.987012987012987,2,76,78,0.02564102564102564,0.5373134328358211,0.3782051282051282
2022-08-03 22:59:05,1.0,,,0.0,1.0,0.46285488533342317,1.0,0,51,51,0.0,0.13432835820895528,0.0
2022-08-03 23:04:05,0.9855072463768116,1.0,0.0,0.014492753623188406,0.9577464788732394,0.4953706227402683,0.9784172661870504,2,69,71,0.028169014084507043,0.4328358208955225,0.4154929577464789
2022-08-03 23:09:05,1.0,,,0.0,1.0,0.5393518436509067,1.0,0,73,73,0.0,0.46268656716417933,0.0
2022-08-03 23:14:05,1.0,1.0,0.0,0.0,0.972972972972973,0.5454697052872959,0.9863013698630136,2,72,74,0.02702702702702703,0.4776119402985075,0.3986486486486487
2022-08-03 23:19:05,0.9811320754716981,,,0.018867924528301886,0.9811320754716981,0.5528394614736252,0.9904761904761905,0,53,53,0.0,0.16417910447761186,0.0
2022-08-03 23:24:05,1.0,1.0,0.0,0.0,0.9629629629629629,0.5366088505722392,0.9811320754716981,2,52,54,0.037037037037037035,0.17910447761194026,0.5462962962962963
2022-08-03 23:29:05,1.0,1.0,0.0,0.0,0.9857142857142858,0.5303226617435551,0.9928057553956835,1,69,70,0.014285714285714285,0.4179104477611941,0.21071428571428572
2022-08-03 23:34:05,1.0,1.0,0.0,0.0,0.9855072463768116,0.5540005302939414,0.9927007299270073,1,68,69,0.014492753623188406,0.4029850746268657,0.213768115942029
2022-08-03 23:39:05,1.0,,,0.0,1.0,0.5369963551532232,1.0,0,72,72,0.0,0.44776119402985093,0.0
2022-08-03 23:44:05,1.0,1.0,0.0,0.0,0.9726027397260274,0.5479603077345249,0.9861111111111112,2,71,73,0.0273972602739726,0.46268656716417933,0.40410958904109584
2022-08-03 23:49:05,1.0,1.0,0.0,0.0,0.9821428571428571,0.5478323318326087,0.990990990990991,1,55,56,0.017857142857142856,0.20895522388059695,0.26339285714285715
2022-08-03 23:54:05,1.0,,,0.0,1.0,0.4955161595530725,1.0,0,50,50,0.0,0.11940298507462688,0.0
2022-08-03 23:59:05,1.0,1.0,0.0,0.0,0.9838709677419355,0.4753682943379815,0.991869918699187,1,61,62,0.016129032258064516,0.29850746268656714,0.2379032258064516
2022-08-04 00:04:05,1.0,1.0,0.0,0.0,0.9824561403508771,0.438364360278437,0.9911504424778761,1,56,57,0.017543859649122806,0.22388059701492535,0.2587719298245614
2022-08-04 00:09:05,1.0,1.0,0.0,0.0,0.9714285714285714,0.4662322141454965,0.9855072463768116,2,68,70,0.02857142857142857,0.4179104477611941,0.42142857142857143
2022-08-04 00:14:05,1.0,,,0.0,1.0,0.4812960350438918,1.0,0,94,94,0.0,0.7761194029850746,0.0
2022-08-04 00:19:05,1.0,1.0,0.0,0.0,0.9830508474576272,0.5109690930459733,0.9914529914529915,1,58,59,0.01694915254237288,0.25373134328358204,0.25
2022-08-04 00:24:05,1.0,1.0,0.0,0.0,0.9811320754716981,0.49800032820865014,0.9904761904761905,1,52,53,0.018867924528301886,0.16417910447761186,0.2783018867924528
2022-08-04 00:29:05,1.0,1.0,0.0,0.0,0.9672131147540983,0.49980419710535867,0.9833333333333333,2,59,61,0.03278688524590164,0.28358208955223874,0.4836065573770492
2022-08-04 00:34:05,1.0,,,0.0,1.0,0.46251447683593716,1.0,0,52,52,0.0,0.14925373134328368,0.0
2022-08-04 00:39:05,1.0,1.0,0.0,0.0,0.9818181818181818,0.44280469351677054,0.9908256880733946,1,54,55,0.01818181818181818,0.19402985074626866,0.2681818181818182
2022-08-04 00:44:05,1.0,1.0,0.0,0.0,0.9775280898876404,0.48926309221609315,0.9886363636363636,2,87,89,0.02247191011235955,0.7014925373134329,0.33146067415730335
2022-08-04 00:49:05,1.0,1.0,0.0,0.0,0.9833333333333333,0.4768659739756927,0.9915966386554622,1,59,60,0.016666666666666666,0.26865671641791045,0.24583333333333332
2022-08-04 00:54:05,1.0,,,0.0,1.0,0.42718488827940043,1.0,0,73,73,0.0,0.46268656716417933,0.0
2022-08-04 00:59:05,1.0,1.0,0.0,0.0,0.9666666666666667,0.47083132044997933,0.9830508474576272,2,58,60,0.03333333333333333,0.26865671641791045,0.49166666666666664
2022-08-04 01:04:05,1.0,1.0,0.0,0.0,0.9692307692307692,0.4723352833016205,0.984375,2,63,65,0.03076923076923077,0.34328358208955223,0.4538461538461539
2022-08-04 01:09:05,1.0,,,0.0,1.0,0.4450470444328704,1.0,0,49,49,0.0,0.10447761194029859,0.0
2022-08-04 01:14:05,1.0,,,0.0,1.0,0.4451222678473744,1.0,0,68,68,0.0,0.38805970149253755,0.0
2022-08-04 01:19:05,1.0,1.0,0.0,0.0,0.9625,0.45254683810027546,0.9808917197452229,3,77,80,0.0375,0.5671641791044777,0.553125
2022-08-04 01:24:05,1.0,1.0,0.0,0.0,0.9864864864864865,0.4423001652359039,0.9931972789115646,1,73,74,0.013513513513513514,0.4776119402985075,0.19932432432432434
2022-08-04 01:29:05,1.0,,,0.0,1.0,0.44954750829121176,1.0,0,68,68,0.0,0.38805970149253755,0.0
2022-08-04 01:34:05,1.0,,,0.0,1.0,0.4279450700762045,1.0,0,84,84,0.0,0.6268656716417911,0.0
2022-08-04 01:39:05,1.0,1.0,0.0,0.0,0.9493670886075949,0.44414058373908344,0.974025974025974,4,75,79,0.05063291139240506,0.5522388059701493,0.7468354430379747
2022-08-04 01:44:05,1.0,,,0.0,1.0,0.4123361629067496,1.0,0,89,89,0.0,0.7014925373134329,0.0
2022-08-04 01:49:05,1.0,,,0.0,1.0,0.4230794264937849,1.0,0,64,64,0.0,0.32835820895522383,0.0
2022-08-04 01:54:05,1.0,,,0.0,1.0,0.3942442622004953,1.0,0,83,83,0.0,0.6119402985074629,0.0
2022-08-04 01:59:05,1.0,1.0,0.0,0.0,0.9487179487179487,0.4048208037171717,0.9736842105263158,4,74,78,0.05128205128205128,0.5373134328358211,0.7564102564102564
2022-08-04 02:04:05,1.0,,,0.0,1.0,0.3855591898273439,1.0,0,94,94,0.0,0.7761194029850746,0.0
2022-08-04 02:09:05,1.0,,,0.0,1.0,0.40335050543590156,1.0,0,104,104,0.0,0.9253731343283584,0.0
2022-08-04 02:14:05,1.0,1.0,0.0,0.0,0.9775280898876404,0.400198464506152,0.9886363636363636,2,87,89,0.02247191011235955,0.7014925373134329,0.33146067415730335
2022-08-04 02:19:05,1.0,1.0,0.0,0.0,0.9672131147540983,0.4124745523188776,0.9833333333333333,2,59,61,0.03278688524590164,0.28358208955223874,0.4836065573770492
2022-08-04 02:24:05,1.0,,,0.0,1.0,0.39439904911121576,1.0,0,84,84,0.0,0.6268656716417911,0.0
2022-08-04 02:29:05,1.0,,,0.0,1.0,0.378496253672546,1.0,0,76,76,0.0,0.5074626865671643,0.0
2022-08-04 02:34:05,1.0,1.0,0.0,0.0,0.9605263157894737,0.432022958699505,0.9798657718120806,3,73,76,0.039473684210526314,0.5074626865671643,0.5822368421052632
2022-08-04 02:39:05,1.0,1.0,0.0,0.0,0.9852941176470589,0.42543651721498743,0.9925925925925926,1,67,68,0.014705882352941176,0.38805970149253755,0.21691176470588236
2022-08-04 02:44:05,1.0,,,0.0,1.0,0.3984925394653283,1.0,0,88,88,0.0,0.6865671641791047,0.0
