ex_address,in_address,timestamp,rcv_packet_count,snd_packet_count,tcp_count,udp_count,most_port,port_count,rcv_max_interval,rcv_min_interval,rcv_max_length,rcv_min_length,snd_max_interval,snd_min_interval,snd_max_length,snd_min_length,label
190.85.149.170,192.168.10.5,2022-08-11 05:50:49,313,317,630,0,445,630,3.0591650009155273,0.002296924591064453,129,0,3.059055805206299,9.5367431640625e-07,150,0,1
104.156.155.2,192.168.10.5,2022-08-11 05:50:55,2,4,6,0,25105,4,30.04805612564087,30.04805612564087,44,0,29.920969009399414,0.006834983825683594,44,0,1
138.201.89.69,192.168.10.5,2022-08-11 05:50:56,7,2,9,0,80,9,16.23961305618286,0.2612309455871582,60,0,0.2617809772491455,0.2617809772491455,64,0,1
160.44.201.156,192.168.10.5,2022-08-11 05:50:59,65,55,120,0,56082,29,27.983965158462524,0.2962229251861572,7110,0,27.986505031585693,9.5367431640625e-07,4136,0,1
194.165.17.11,192.168.10.5,2022-08-11 05:51:09,4,4,8,0,3360,8,1.0081918239593506,9.5367431640625e-07,52,0,1.2865939140319824,0.0014920234680175781,87,0,1
193.163.125.230,192.168.10.5,2022-08-11 05:51:15,6,1,7,0,5107,7,16.239614009857178,1.0187678337097168,44,0,60.0,60.0,44,0,1
89.248.163.145,192.168.10.5,2022-08-11 05:51:18,1,3,4,0,9028,4,60.0,60.0,44,0,0.23566198348999023,0.04408693313598633,44,0,1
61.164.49.126,192.168.10.5,2022-08-11 05:51:19,7,7,14,0,5900,14,1.001796007156372,0.19057083129882812,68,0,1.0017850399017334,0.18974590301513672,68,0,1
23.224.189.43,192.168.10.5,2022-08-11 05:51:36,1,2,3,0,1194,3,60.0,60.0,44,0,0.11142897605895996,0.11142897605895996,44,0,1
141.255.162.226,192.168.10.5,2022-08-11 05:51:43,5,7,12,0,22,12,13.312263011932373,5.1021575927734375e-05,75,0,13.05011796951294,0.00086212158203125,60,0,1
190.85.149.170,192.168.10.5,2022-08-11 05:51:49,345,364,709,0,445,709,3.004671096801758,0.25329113006591797,129,0,3.004288911819458,9.5367431640625e-07,150,0,1
200.54.189.99,192.168.10.5,2022-08-11 05:51:52,7,8,15,0,5900,15,0.31369805335998535,0.27814292907714844,68,0,0.3136410713195801,0.0035958290100097656,68,0,1
220.220.248.1,192.168.10.5,2022-08-11 05:51:54,5,5,0,10,44225,2,29.468261003494263,1.170172929763794,75,0,29.472053050994873,1.1638810634613037,91,0,1
102.158.60.0,192.168.10.5,2022-08-11 05:52:16,8,10,18,0,445,18,0.3210489749908447,0.282243013381958,145,0,0.29547715187072754,0.0011420249938964844,143,0,1
176.111.173.140,192.168.10.5,2022-08-11 05:52:16,5,5,10,0,8822,10,1.0086398124694824,0.2790491580963135,60,0,1.2877821922302246,0.00029587745666503906,75,0,1
160.44.201.156,192.168.10.5,2022-08-11 05:52:17,80,71,151,0,57452,38,28.358944177627563,0.3017618656158447,7110,0,28.36414885520935,9.5367431640625e-07,4136,0,1
192.241.222.202,192.168.10.5,2022-08-11 05:52:26,11,6,17,0,2362,17,16.23963499069214,0.1242530345916748,60,0,46.85236310958862,0.00029587745666503906,80,0,1
198.199.97.176,192.168.10.5,2022-08-11 05:52:27,6,1,7,0,2376,7,16.23955988883972,1.03764009475708,44,0,60.0,60.0,44,0,1
138.122.99.26,192.168.10.5,2022-08-11 05:52:38,4,3,7,0,3390,7,1.0081250667572021,0.00015997886657714844,52,0,1.2249271869659424,0.21568083763122559,52,0,1
212.192.246.198,192.168.10.5,2022-08-11 05:52:38,9,8,17,0,25,17,0.2575860023498535,0.24356508255004883,112,0,0.2580080032348633,0.004791975021362305,52,0,1
190.85.149.170,192.168.10.5,2022-08-11 05:52:50,378,383,761,0,445,761,2.02993106842041,0.010368108749389648,129,0,3.0548880100250244,9.5367431640625e-07,150,0,1
89.248.165.204,192.168.10.5,2022-08-11 05:53:00,1,3,4,0,33184,4,60.0,60.0,44,0,0.2332761287689209,0.008333921432495117,44,0,1
104.156.155.2,192.168.10.5,2022-08-11 05:53:00,2,4,6,0,8409,4,27.409303903579712,27.409303903579712,44,0,27.286149978637695,0.005937099456787109,44,0,1
