ex_address,in_address,timestamp,rcv_packet_count,snd_packet_count,tcp_count,udp_count,most_port,port_count,rcv_max_interval,rcv_min_interval,rcv_max_length,rcv_min_length,snd_max_interval,snd_min_interval,snd_max_length,snd_min_length,label
62.8.79.2,192.168.10.5,2022-08-06 19:50:44,2,3,5,0,5900,5,0.22124290466308594,0.22124290466308594,44,0,0.21569395065307617,0.005599021911621094,44,0,1
59.20.135.227,192.168.10.5,2022-08-06 19:50:48,15,14,29,0,22,29,0.9714720249176025,0.000598907470703125,676,0,1.059257984161377,0.001486063003540039,492,0,1
43.133.160.104,192.168.10.5,2022-08-06 19:50:49,29,25,54,0,22,54,55.675740003585815,0.0009989738464355469,676,0,55.67611384391785,0.00034999847412109375,492,0,1
80.66.88.108,192.168.10.5,2022-08-06 19:50:52,3,3,6,0,3389,6,0.30141305923461914,0.1628890037536621,59,0,0.4659249782562256,0.3014109134674072,83,0,1
114.108.177.59,192.168.10.5,2022-08-06 19:50:57,0,2,2,0,445,2,60.0,60.0,0,0,0.004795074462890625,0.004795074462890625,40,0,1
160.44.201.156,192.168.10.5,2022-08-06 19:50:57,89,79,168,0,38666,28,18.243900060653687,0.6648268699645996,8524,0,18.2431640625,9.5367431640625e-07,4136,0,1
87.251.75.20,192.168.10.5,2022-08-06 19:51:03,8,11,19,0,1433,19,12.775794982910156,0.28544020652770996,83,0,12.480719089508057,0.013130903244018555,92,0,1
80.66.88.11,192.168.10.5,2022-08-06 19:51:04,12,18,30,0,1433,30,10.145971059799194,0.27290987968444824,83,0,9.870924949645996,0.0014960765838623047,92,0,1
220.134.174.40,192.168.10.5,2022-08-06 19:51:07,1,2,3,0,22,3,60.0,60.0,40,0,0.04648709297180176,0.04648709297180176,40,0,1
94.102.49.193,192.168.10.5,2022-08-06 19:51:09,11,14,25,0,2082,25,2.4164528846740723,0.004791975021362305,60,0,2.135256052017212,0.000247955322265625,307,0,1
220.220.248.1,192.168.10.5,2022-08-06 19:51:10,9,9,0,18,54761,2,19.96555781364441,1.144592046737671,75,0,19.964951038360596,1.1448149681091309,116,0,1
74.50.70.10,192.168.10.5,2022-08-06 19:51:13,626,546,1172,0,25,1172,0.19907808303833008,0.0004019737243652344,112,0,0.34105992317199707,9.5367431640625e-07,54,0,1
193.142.146.216,192.168.10.5,2022-08-06 19:51:14,5,3,8,0,10817,8,1.033984899520874,4.792213439941406e-05,52,0,1.2818338871002197,1.2535271644592285,87,0,1
92.255.85.156,192.168.10.5,2022-08-06 19:51:17,8,10,18,0,3980,18,1.0075058937072754,7.104873657226562e-05,52,0,1.299678087234497,0.0003001689910888672,84,0,1
163.123.143.249,192.168.10.5,2022-08-06 19:51:18,323,274,597,0,5900,597,0.7395360469818115,0.0004038810729980469,56,0,0.9526660442352295,0.00030803680419921875,56,0,1
156.251.162.10,192.168.10.5,2022-08-06 19:51:23,19,4,23,0,80,23,9.02192997932434,0.5158300399780273,60,0,7.71868896484375,1.4477119445800781,64,0,1
