ex_address,in_address,timestamp,rcv_packet_count,snd_packet_count,tcp_count,udp_count,most_port,port_count,rcv_max_interval,rcv_min_interval,rcv_max_length,rcv_min_length,snd_max_interval,snd_min_interval,snd_max_length,snd_min_length,label
192.241.208.228,192.168.10.5,2022-08-14 12:50:42,5,5,10,0,32400,10,1.008598804473877,0.12538790702819824,60,0,1.1341040134429932,9.5367431640625e-07,81,0,1
89.248.163.140,192.168.10.5,2022-08-14 12:50:43,1,3,4,0,3386,4,60.0,60.0,44,0,0.23442482948303223,0.03189802169799805,44,0,1
194.26.29.11,192.168.10.5,2022-08-14 12:50:47,6,6,12,0,10491,12,0.6425268650054932,0.00010204315185546875,52,0,0.7322731018066406,0.000247955322265625,87,0,1
212.192.246.198,192.168.10.5,2022-08-14 12:50:52,9,8,17,0,25,17,0.26427602767944336,0.24376296997070312,112,0,0.2645268440246582,0.0011601448059082031,52,0,1
211.35.214.98,192.168.10.5,2022-08-14 12:50:57,6,6,12,0,81,12,0.10268187522888184,0.0006630420684814453,353,0,0.10842204093933105,0.0008101463317871094,239,0,1
121.234.231.37,192.168.10.5,2022-08-14 12:50:58,4,7,11,0,23,11,30.71515202522278,0.19977807998657227,60,0,30.492555856704712,0.007436990737915039,60,0,1
128.199.251.65,192.168.10.5,2022-08-14 12:51:13,14,14,28,0,22,28,0.9717409610748291,0.0013480186462402344,676,0,1.0873069763183594,0.0008549690246582031,492,0,1
167.172.50.255,192.168.10.5,2022-08-14 12:51:13,14,14,28,0,22,28,0.9706590175628662,0.0013470649719238281,676,0,1.2428138256072998,9.5367431640625e-07,492,0,1
193.37.69.205,192.168.10.5,2022-08-14 12:51:13,321,281,602,0,5900,602,0.6011080741882324,0.3057079315185547,56,0,0.3538820743560791,0.0003159046173095703,56,0,1
124.132.142.158,192.168.10.5,2022-08-14 12:51:14,7,8,15,0,2376,15,18.943793058395386,0.31703710556030273,60,0,18.761550903320312,0.0008950233459472656,182,0,1
106.116.169.71,192.168.10.5,2022-08-14 12:51:14,11,11,22,0,3389,22,0.32767391204833984,0.24635696411132812,373,0,0.3276700973510742,0.0002579689025878906,412,0,1
45.95.55.16,192.168.10.5,2022-08-14 12:51:16,37,7,44,0,80,44,9.537575006484985,2.062062978744507,60,0,11.335764169692993,0.1650400161743164,64,0,1
111.7.96.135,192.168.10.5,2022-08-14 12:51:17,6,2,8,0,50001,8,16.23958110809326,1.024359941482544,52,0,31.71664595603943,31.71664595603943,52,0,1
173.249.22.3,192.168.10.5,2022-08-14 12:51:18,14,14,28,0,22,28,0.9712848663330078,0.0010988712310791016,676,0,1.2672560214996338,0.0005629062652587891,492,0,1
220.220.248.1,192.168.10.5,2022-08-14 12:51:19,6,6,0,12,35636,2,3.00777006149292,1.1811549663543701,75,0,3.0072200298309326,1.1129589080810547,91,0,1
160.44.201.156,192.168.10.5,2022-08-14 12:51:20,61,60,121,0,46992,25,1.868743896484375,0.7602720260620117,7110,0,1.863306999206543,9.5367431640625e-07,4136,0,1
64.62.197.41,192.168.10.5,2022-08-14 12:51:22,0,1,0,1,19,1,60.0,60.0,0,0,60.0,60.0,29,0,1
107.182.129.203,192.168.10.5,2022-08-14 12:51:30,3,6,9,0,17054,9,29.377896070480347,1.0000879764556885,60,0,29.122253894805908,0.25559210777282715,60,0,1
192.241.222.55,192.168.10.5,2022-08-14 12:51:36,1,1,2,0,264,2,60.0,60.0,40,0,60.0,60.0,44,0,1
89.248.165.104,192.168.10.5,2022-08-14 12:51:43,1,3,4,0,9852,4,60.0,60.0,44,0,0.22728300094604492,0.036624908447265625,44,0,1
123.160.221.21,192.168.10.5,2022-08-14 12:51:49,12,13,25,0,50001,25,10.229658842086792,0.00011396408081054688,60,0,9.999986171722412,9.5367431640625e-07,295,0,1
