ex_address,in_address,timestamp,rcv_packet_count,snd_packet_count,tcp_count,udp_count,most_port,port_count,rcv_max_interval,rcv_min_interval,rcv_max_length,rcv_min_length,snd_max_interval,snd_min_interval,snd_max_length,snd_min_length,label
184.105.247.223,192.168.10.5,2022-08-17 14:50:54,1,2,3,0,8443,3,60.0,60.0,44,0,0.12478208541870117,0.12478208541870117,44,0,1
185.122.204.38,192.168.10.5,2022-08-17 14:50:54,4,4,8,0,33669,8,1.0087769031524658,6.103515625e-05,52,0,1.3235759735107422,0.00027298927307128906,87,0,1
190.193.64.138,192.168.10.5,2022-08-17 14:50:56,15,12,27,0,22,27,0.9723470211029053,0.0008480548858642578,676,0,1.3053550720214844,0.008033990859985352,492,0,1
180.101.56.56,192.168.10.5,2022-08-17 14:51:01,1,1,2,0,53,2,60.0,60.0,40,0,60.0,60.0,44,0,1
116.58.22.218,192.168.10.5,2022-08-17 14:51:06,3,4,7,0,3389,7,0.9984469413757324,0.09354186058044434,59,0,0.9958269596099854,0.002691030502319336,83,0,1
212.192.246.198,192.168.10.5,2022-08-17 14:51:10,9,8,17,0,25,17,0.28321409225463867,0.25719189643859863,112,0,0.28358912467956543,0.0015010833740234375,52,0,1
61.177.173.35,192.168.10.5,2022-08-17 14:51:15,2,4,6,0,22,6,0.2413039207458496,0.2413039207458496,75,0,0.5094330310821533,0.23797392845153809,908,0,1
184.105.247.195,192.168.10.5,2022-08-17 14:51:17,61,73,134,0,8443,134,25.651862859725952,0.13973188400268555,1491,0,25.6518611907959,0.0002949237823486328,484,0,1
43.129.39.176,192.168.10.5,2022-08-17 14:51:29,6,1,7,0,7375,7,16.239301919937134,1.0382649898529053,52,0,60.0,60.0,52,0,1
193.124.7.9,192.168.10.5,2022-08-17 14:51:33,6,8,14,0,40033,14,1.008141040802002,0.3071300983428955,60,0,1.3107068538665771,0.0002989768981933594,162,0,1
220.220.248.1,192.168.10.5,2022-08-17 14:51:41,48,48,0,96,34883,2,6.008531808853149,1.2395529747009277,75,0,5.9859459400177,1.0503730773925781,91,0,1
160.44.201.156,192.168.10.5,2022-08-17 14:51:41,476,437,913,0,41970,25,4.878460168838501,0.27451300621032715,8818,0,4.877409934997559,9.5367431640625e-07,4136,0,1
51.79.250.5,192.168.10.5,2022-08-17 14:51:50,3,4,7,0,3389,7,0.10927581787109375,0.02675604820251465,59,0,0.14686799049377441,0.0008940696716308594,83,0,1
20.199.188.104,192.168.10.5,2022-08-17 14:51:53,3,4,7,0,3389,7,0.2194499969482422,0.04867386817932129,59,0,0.298504114151001,0.0005958080291748047,83,0,1
185.122.204.38,192.168.10.5,2022-08-17 14:51:56,4,5,9,0,33696,9,1.0073320865631104,2.193450927734375e-05,52,0,1.338474988937378,0.002393007278442383,87,0,1
89.248.163.145,192.168.10.5,2022-08-17 14:51:57,2,6,8,0,20243,4,16.770415782928467,16.770415782928467,44,0,16.507283926010132,0.025901079177856445,44,0,1
190.193.64.138,192.168.10.5,2022-08-17 14:52:14,14,14,28,0,22,28,0.9697480201721191,0.0010499954223632812,676,0,1.3015248775482178,0.0002980232238769531,492,0,1
192.241.219.141,192.168.10.5,2022-08-17 14:52:17,11,5,16,0,8222,16,16.23906183242798,0.16129207611083984,60,0,36.5699360370636,0.0068359375,80,0,1
89.248.165.169,192.168.10.5,2022-08-17 14:52:24,2,6,8,0,33715,4,6.3725221157073975,6.3725221157073975,44,0,6.1241209506988525,0.001196146011352539,44,0,1
14.17.114.113,192.168.10.5,2022-08-17 14:52:26,6,1,7,0,3389,7,16.239243984222412,1.0236051082611084,52,0,60.0,60.0,52,0,1
69.171.78.20,192.168.10.5,2022-08-17 14:52:26,14,16,30,0,22,30,10.461189031600952,0.0013570785522460938,676,0,10.303292989730835,0.0011501312255859375,492,0,1
91.191.209.206,192.168.10.5,2022-08-17 14:52:27,10,14,24,0,45281,8,51.070306062698364,1.0082931518554688,52,0,50.78321194648743,0.00026106834411621094,87,0,1
51.38.75.3,192.168.10.5,2022-08-17 14:52:29,3,4,7,0,3389,7,0.28908395767211914,0.03449296951293945,59,0,0.2922370433807373,0.0020940303802490234,83,0,1
195.123.222.163,192.168.10.5,2022-08-17 14:52:31,6,1,7,0,80,7,16.239004850387573,1.0117719173431396,60,0,60.0,60.0,64,0,1
184.105.247.195,192.168.10.5,2022-08-17 14:52:42,6,11,17,0,8443,17,1.3487889766693115,0.12877583503723145,1464,0,1.1880028247833252,0.00029921531677246094,294,0,1
116.58.22.218,192.168.10.5,2022-08-17 14:52:45,3,4,7,0,3389,7,0.6290950775146484,0.03689384460449219,59,0,0.6287949085235596,0.00034618377685546875,83,0,1
220.220.248.1,192.168.10.5,2022-08-17 14:52:49,28,28,0,56,56896,2,29.528210878372192,1.1175260543823242,75,0,29.524412870407104,1.0134849548339844,116,0,1
141.98.9.13,192.168.10.5,2022-08-17 14:52:54,8,9,17,0,36683,9,9.572059869766235,9.799003601074219e-05,52,0,9.302941799163818,0.00029587745666503906,87,0,1
195.3.147.55,192.168.10.5,2022-08-17 14:52:55,33,28,61,0,22,61,0.34459495544433594,0.26128506660461426,888,0,0.33901500701904297,0.0014929771423339844,944,0,1
143.0.87.51,192.168.10.5,2022-08-17 14:52:55,6,1,7,0,23,7,16.239302158355713,1.0217671394348145,44,0,60.0,60.0,44,0,1
185.156.73.91,192.168.10.5,2022-08-17 14:52:56,1,3,4,0,64989,4,60.0,60.0,44,0,0.24161505699157715,0.005638837814331055,44,0,1
193.163.125.250,192.168.10.5,2022-08-17 14:52:57,6,1,7,0,17010,7,16.235661029815674,1.0089399814605713,44,0,60.0,60.0,44,0,1
45.134.144.140,192.168.10.5,2022-08-17 14:52:58,1,3,4,0,44333,4,60.0,60.0,44,0,0.27525997161865234,0.0032930374145507812,44,0,1
154.89.5.92,192.168.10.5,2022-08-17 14:53:04,0,1,0,1,161,1,60.0,60.0,0,0,60.0,60.0,87,0,1
61.177.172.19,192.168.10.5,2022-08-17 14:53:06,4,4,8,0,22,8,0.9982049465179443,0.6772701740264893,75,0,0.9982569217681885,0.22519493103027344,67,0,1
61.177.173.35,192.168.10.5,2022-08-17 14:53:16,1,1,2,0,22,2,60.0,60.0,52,0,60.0,60.0,40,0,1
160.44.201.156,192.168.10.5,2022-08-17 14:53:20,460,427,887,0,57958,28,4.913002967834473,0.00025916099548339844,11352,0,4.908402919769287,9.5367431640625e-07,4136,0,1
190.193.64.138,192.168.10.5,2022-08-17 14:53:30,15,14,29,0,22,29,0.9750440120697021,0.0009479522705078125,676,0,1.288398027420044,0.005636930465698242,492,0,1
91.240.118.77,192.168.10.5,2022-08-17 14:53:34,1,3,4,0,10511,4,60.0,60.0,44,0,0.2842061519622803,0.0023899078369140625,44,0,1
192.241.220.43,192.168.10.5,2022-08-17 14:53:42,6,1,7,0,8291,7,16.23929500579834,1.0178120136260986,44,0,60.0,60.0,44,0,1
91.240.118.182,192.168.10.5,2022-08-17 14:53:42,1,3,4,0,12372,4,60.0,60.0,44,0,0.2931342124938965,0.006833791732788086,44,0,1
146.88.240.4,192.168.10.5,2022-08-17 14:53:46,0,1,0,1,10001,1,60.0,60.0,0,0,60.0,60.0,32,0,1
220.220.248.1,192.168.10.5,2022-08-17 14:53:49,21,21,0,42,58393,2,6.026274919509888,1.1172130107879639,75,0,6.025835037231445,1.0712521076202393,91,0,1
51.79.250.5,192.168.10.5,2022-08-17 14:53:52,3,4,7,0,3389,7,0.09289097785949707,0.04523491859436035,59,0,0.14028096199035645,0.0026938915252685547,83,0,1
194.165.17.11,192.168.10.5,2022-08-17 14:53:57,4,3,7,0,36810,7,1.0088348388671875,6.198883056640625e-05,52,0,1.302422046661377,0.2942850589752197,87,0,1
123.110.134.7,192.168.10.5,2022-08-17 14:54:16,10,7,17,0,23,17,34.624151945114136,7.99077296257019,60,0,34.380444049835205,0.04856705665588379,64,0,1
91.191.209.206,192.168.10.5,2022-08-17 14:54:20,8,7,15,0,49688,8,9.75789999961853,0.0001430511474609375,52,0,9.479345798492432,0.0002949237823486328,87,0,1
167.94.138.138,192.168.10.5,2022-08-17 14:54:23,1,2,3,0,9119,3,60.0,60.0,44,0,0.20194411277770996,0.20194411277770996,44,0,1
