ex_address,in_address,timestamp,rcv_packet_count,snd_packet_count,tcp_count,udp_count,most_port,port_count,rcv_max_interval,rcv_min_interval,rcv_max_length,rcv_min_length,snd_max_interval,snd_min_interval,snd_max_length,snd_min_length,label
41.188.188.14,192.168.10.5,2022-08-03 22:50:33,260,276,536,0,445,536,0.4589650630950928,0.026216983795166016,129,0,0.4662480354309082,9.5367431640625e-07,150,0,1
194.165.17.11,192.168.10.5,2022-08-03 22:51:01,4,5,9,0,3215,9,1.0081729888916016,9.5367431640625e-07,52,0,1.2773730754852295,0.0008630752563476562,87,0,1
80.95.15.137,192.168.10.5,2022-08-03 22:51:06,0,1,0,1,63269,1,60.0,60.0,0,0,60.0,60.0,107,0,1
104.45.150.166,192.168.10.5,2022-08-03 22:51:06,6,1,7,0,80,7,16.23961091041565,1.029871940612793,60,0,60.0,60.0,64,0,1
160.44.201.156,192.168.10.5,2022-08-03 22:51:09,53,47,100,0,50198,31,37.4597430229187,0.06759405136108398,7110,0,37.46067786216736,9.5367431640625e-07,4136,0,1
103.195.100.171,192.168.10.5,2022-08-03 22:51:23,1,3,4,0,25619,4,60.0,60.0,44,0,0.24161696434020996,0.0524139404296875,44,0,1
141.98.9.13,192.168.10.5,2022-08-03 22:51:26,4,4,8,0,5194,8,1.00770902633667,0.00015401840209960938,52,0,1.2627959251403809,0.0002949237823486328,87,0,1
220.220.248.1,192.168.10.5,2022-08-03 22:51:29,5,5,0,10,56142,2,38.555830001831055,1.140286922454834,75,0,38.555787086486816,1.1385040283203125,91,0,1
192.241.223.48,192.168.10.5,2022-08-03 22:51:30,5,5,10,0,8087,10,1.0084199905395508,0.11419200897216797,60,0,1.120352029800415,0.000598907470703125,80,0,1
185.99.135.132,192.168.10.5,2022-08-03 22:51:31,8,13,21,0,6286,21,1.0086719989776611,1.008181095123291,52,0,1.2547450065612793,0.00029087066650390625,84,0,1
45.143.203.122,192.168.10.5,2022-08-03 22:51:31,1,3,4,0,4424,4,60.0,60.0,44,0,0.245164155960083,0.009533882141113281,44,0,1
41.188.188.14,192.168.10.5,2022-08-03 22:51:33,263,279,542,0,445,542,0.4040539264678955,0.3707599639892578,129,0,0.41617703437805176,9.5367431640625e-07,150,0,1
89.248.163.140,192.168.10.5,2022-08-03 22:51:38,1,3,4,0,12345,4,60.0,60.0,44,0,0.2428140640258789,0.05690884590148926,44,0,1
172.104.57.71,192.168.10.5,2022-08-03 22:51:44,190,221,411,0,4949,411,1.0826599597930908,0.08157205581665039,60,0,1.0983130931854248,9.5367431640625e-07,263,0,1
91.191.209.206,192.168.10.5,2022-08-03 22:51:44,8,10,18,0,9504,9,26.761991024017334,5.91278076171875e-05,52,0,26.47205114364624,0.00024890899658203125,87,0,1
91.191.209.202,192.168.10.5,2022-08-03 22:51:48,4,5,9,0,5065,9,1.0087778568267822,0.0002491474151611328,52,0,1.2857239246368408,0.0002560615539550781,87,0,1
190.121.5.210,192.168.10.5,2022-08-03 22:51:52,15,11,26,0,22,26,0.9737529754638672,0.0005509853363037109,676,0,1.3292129039764404,0.0012090206146240234,492,0,1
154.89.5.220,192.168.10.5,2022-08-03 22:52:05,23,23,46,0,20202,46,1.0604839324951172,0.060999155044555664,60,0,1.0682790279388428,0.0002620220184326172,295,0,1
