ex_address,in_address,timestamp,rcv_packet_count,snd_packet_count,tcp_count,udp_count,most_port,port_count,rcv_max_interval,rcv_min_interval,rcv_max_length,rcv_min_length,snd_max_interval,snd_min_interval,snd_max_length,snd_min_length,label
74.82.47.52,192.168.10.5,2022-08-05 12:50:27,1,2,3,0,8090,3,60.0,60.0,44,0,0.12809300422668457,0.12809300422668457,44,0,1
125.209.125.230,192.168.10.5,2022-08-05 12:50:28,3,3,6,0,3389,6,0.15577983856201172,0.04239010810852051,59,0,0.20138216018676758,0.15573978424072266,83,0,1
185.156.73.57,192.168.10.5,2022-08-05 12:50:28,1,3,4,0,56420,4,60.0,60.0,44,0,0.2389218807220459,0.02740192413330078,44,0,1
160.44.201.156,192.168.10.5,2022-08-05 12:50:31,37,40,77,0,33940,20,41.294121980667114,0.32672691345214844,2513,0,41.2930908203125,0.00025200843811035156,4136,0,1
192.168.3.115,172.29.148.192,2022-08-05 12:50:44,0,8,8,0,55443,8,60.0,60.0,0,0,12.840292930603027,1.0035579204559326,60,0,0
74.82.47.4,192.168.10.5,2022-08-05 12:50:52,5,5,10,0,8090,10,1.0056841373443604,0.12385010719299316,48,0,1.129364013671875,0.00026702880859375,168,0,1
45.227.254.20,192.168.10.5,2022-08-05 12:50:54,5,5,10,0,5900,10,0.31102895736694336,0.2823469638824463,52,0,0.3128080368041992,0.0020940303802490234,52,0,1
146.88.240.4,192.168.10.5,2022-08-05 12:51:08,0,1,0,1,17,1,60.0,60.0,0,0,60.0,60.0,28,0,1
137.220.228.91,192.168.10.5,2022-08-05 12:51:16,24,23,47,0,5986,47,1.0056982040405273,0.09246110916137695,60,0,1.1352908611297607,0.0002961158752441406,235,0,1
220.220.248.1,192.168.10.5,2022-08-05 12:51:19,3,3,0,6,60284,2,46.48072099685669,4.9931840896606445,75,0,46.478924036026,4.9942238330841064,91,0,1
181.233.93.40,192.168.10.5,2022-08-05 12:51:32,14,17,31,0,22,31,0.9715659618377686,0.7494969367980957,676,0,1.3604779243469238,0.04827117919921875,916,0,1
79.245.174.21,192.168.10.5,2022-08-05 12:52:05,15,14,29,0,22,29,0.9687719345092773,0.0014960765838623047,676,0,1.300029993057251,0.0003418922424316406,492,0,1
160.44.201.156,192.168.10.5,2022-08-05 12:52:06,38,37,75,0,50434,20,41.33228397369385,0.2787508964538574,2531,0,41.32892990112305,9.5367431640625e-07,4136,0,1
123.160.221.8,192.168.10.5,2022-08-05 12:52:20,6,4,10,0,4343,10,16.197335958480835,1.0179331302642822,52,0,2.0280659198760986,0.25472593307495117,52,0,1
192.241.221.104,192.168.10.5,2022-08-05 12:52:22,5,4,9,0,8580,9,1.0061509609222412,0.12694811820983887,60,0,1.1329779624938965,0.0002110004425048828,60,0,1
89.248.163.240,192.168.10.5,2022-08-05 12:52:28,1,3,4,0,9755,4,60.0,60.0,44,0,0.22609400749206543,0.004503011703491211,44,0,1
111.7.96.148,192.168.10.5,2022-08-05 12:52:32,10,11,21,0,4343,21,10.467390060424805,6.389617919921875e-05,64,0,9.985739946365356,0.0002639293670654297,136,0,1
49.74.41.172,192.168.10.5,2022-08-05 12:52:41,1,2,3,0,23,3,60.0,60.0,44,0,0.22459006309509277,0.22459006309509277,44,0,1
208.67.106.138,192.168.10.5,2022-08-05 12:52:44,1,1,2,0,136,2,60.0,60.0,40,0,60.0,60.0,44,0,1
51.79.185.12,192.168.10.5,2022-08-05 12:52:44,57,12,69,0,80,69,5.656214952468872,1.0284180641174316,60,0,2.57857084274292,0.1370258331298828,64,0,1
45.143.203.15,192.168.10.5,2022-08-05 12:52:48,1,3,4,0,10852,4,60.0,60.0,44,0,0.221297025680542,0.016421079635620117,44,0,1
169.197.141.136,192.168.10.5,2022-08-05 12:52:49,1,2,3,0,22,3,60.0,60.0,44,0,0.18439984321594238,0.18439984321594238,44,0,1
220.220.248.1,192.168.10.5,2022-08-05 12:52:53,6,6,0,12,45748,4,29.12488293647766,15.612356185913086,75,0,29.124085903167725,9.5367431640625e-07,122,0,1
212.192.246.198,192.168.10.5,2022-08-05 12:52:54,9,8,17,0,25,17,0.2603340148925781,0.24066805839538574,112,0,0.260936975479126,0.0011930465698242188,52,0,1
147.182.205.216,192.168.10.5,2022-08-05 12:53:21,15,12,27,0,22,27,0.970391035079956,0.00039696693420410156,676,0,1.1587939262390137,0.0014581680297851562,492,0,1
79.245.174.21,192.168.10.5,2022-08-05 12:53:32,15,13,28,0,22,28,0.967764139175415,0.0001480579376220703,676,0,1.2842538356781006,0.00034999847412109375,492,0,1
192.241.219.157,192.168.10.5,2022-08-05 12:53:36,6,1,7,0,8581,7,16.19731903076172,1.0267210006713867,44,0,60.0,60.0,44,0,1
160.44.201.156,192.168.10.5,2022-08-05 12:53:45,28,27,55,0,54580,20,41.29937386512756,0.29012203216552734,2649,0,41.299071073532104,0.00036907196044921875,4136,0,1
202.189.7.190,192.168.10.5,2022-08-05 12:53:49,1,2,3,0,5900,3,60.0,60.0,44,0,0.10457491874694824,0.10457491874694824,44,0,1
125.209.125.230,192.168.10.5,2022-08-05 12:53:52,3,4,7,0,3389,7,0.16289210319519043,0.03808999061584473,59,0,0.2025749683380127,0.0023419857025146484,83,0,1
194.26.29.195,192.168.10.5,2022-08-05 12:54:15,1,3,4,0,3566,4,60.0,60.0,44,0,0.2808990478515625,0.03549313545227051,44,0,1
94.102.61.2,192.168.10.5,2022-08-05 12:54:19,11,5,16,0,6003,16,8.227166891098022,8.217558145523071,60,0,21.81427001953125,0.003292083740234375,263,0,1
141.98.10.207,192.168.10.5,2022-08-05 12:54:24,5,7,12,0,7932,12,1.0057048797607422,0.1453700065612793,52,0,1.1511008739471436,9.5367431640625e-07,87,0,1
220.220.248.1,192.168.10.5,2022-08-05 12:54:27,4,4,0,8,40649,2,42.45056104660034,5.166653871536255,75,0,42.45100688934326,5.16434907913208,91,0,1
192.241.235.209,192.168.10.5,2022-08-05 12:54:37,6,1,7,0,8834,7,16.1972758769989,1.0287139415740967,44,0,60.0,60.0,44,0,1
147.182.205.216,192.168.10.5,2022-08-05 12:54:43,15,12,27,0,22,27,0.9670069217681885,0.0002999305725097656,676,0,1.1325790882110596,0.0014958381652832031,492,0,1
124.89.38.66,192.168.10.5,2022-08-05 12:54:46,5,4,9,0,22421,9,1.1152698993682861,0.10732793807983398,44,0,1.1364319324493408,0.0011949539184570312,44,0,1
79.245.174.21,192.168.10.5,2022-08-05 12:54:54,91,69,160,0,22,160,0.9676430225372314,0.005326986312866211,676,0,1.288693904876709,0.00025010108947753906,584,0,1
64.227.7.125,192.168.10.5,2022-08-05 12:54:59,4,4,8,0,43938,8,1.1684730052947998,0.1641378402709961,44,0,1.1701419353485107,1.1920928955078125e-06,44,0,1
138.122.99.26,192.168.10.5,2022-08-05 12:55:09,3,5,8,0,3390,8,1.005634069442749,0.18185687065124512,52,0,1.184758186340332,0.0002608299255371094,83,0,1
200.123.228.86,192.168.10.5,2022-08-05 12:55:09,4,2,6,0,445,6,4.241827011108398,1.0269110202789307,44,0,7.876978874206543,7.876978874206543,44,0,1
160.44.201.156,192.168.10.5,2022-08-05 12:55:17,42,41,83,0,36088,22,41.332587003707886,0.00026702880859375,4806,0,41.32615113258362,0.00024199485778808594,4136,0,1
84.17.41.66,192.168.10.5,2022-08-05 12:55:18,6,1,7,0,80,7,16.19725489616394,1.0124139785766602,60,0,60.0,60.0,64,0,1
209.126.136.3,192.168.10.5,2022-08-05 12:55:25,6,1,7,0,6443,7,16.19731903076172,1.030040979385376,44,0,60.0,60.0,44,0,1
79.124.62.86,192.168.10.5,2022-08-05 12:55:32,1,3,4,0,59587,4,60.0,60.0,44,0,0.2856869697570801,0.006855964660644531,44,0,1
185.99.135.132,192.168.10.5,2022-08-05 12:55:34,5,3,8,0,42957,8,1.005284070968628,0.00011205673217773438,52,0,1.2811989784240723,0.259188175201416,87,0,1
194.26.29.37,192.168.10.5,2022-08-05 12:55:34,1,3,4,0,8554,4,60.0,60.0,44,0,0.2841980457305908,0.011935949325561523,44,0,1
89.248.165.52,192.168.10.5,2022-08-05 12:55:37,16,22,38,0,6010,38,1.0056359767913818,0.003545999526977539,60,0,1.2353711128234863,0.0002849102020263672,163,0,1
185.180.143.152,192.168.10.5,2022-08-05 12:55:48,1,3,4,0,9051,4,60.0,60.0,44,0,0.24285101890563965,0.09975481033325195,44,0,1
192.241.219.157,192.168.10.5,2022-08-05 12:56:00,5,4,9,0,8581,9,1.0056240558624268,0.1325061321258545,60,0,1.1382229328155518,0.0009059906005859375,80,0,1
