address,partner,date,rcv_packet_count,snd_packet_count,tcp_count,udp_count,most_port,port_count,rcv_max_int,rcv_min_int,rcv_max_len,rcv_min_len,snd_max_int,snd_min_int,snd_max_len,snd_min_len,label
43.134.198.91,192.168.10.5,202208041758,12,15,27,0,22,1,1.073586,0.000565,492,52,0.97703,0.0003,676,52,1
144.24.190.159,192.168.10.5,202208041758,14,14,28,0,22,1,1.300016,0.000856,492,52,0.975838,0.001037,676,52,1
45.148.10.81,192.168.10.5,202208041759,8,6,14,0,9991,1,1.235659,0.000296,162,40,1.007697,0.000142,60,44,1
46.161.27.54,192.168.10.5,202208041759,3,1,4,0,4136,1,0.227049,0.02621,44,40,-10000,-10000,44,44,1
192.168.3.116,172.29.148.192,202208041757,20,0,20,0,55443,1,12.835154,1.005045,60,60,-10000,-10000,-10000,-10000,0
212.192.246.198,192.168.10.5,202208041759,8,9,17,0,25,1,0.261528,0.0,52,40,0.261079,0.000435,112,40,1
35.75.94.81,192.168.10.5,202208041759,4,2,6,0,80,1,0.753687,0.007734,64,40,0.76138,0.76138,60,60,1
45.227.254.20,192.168.10.5,202208041759,5,5,10,0,5900,1,0.29495,0.001196,52,40,0.294229,0.001096,52,40,1
220.220.248.1,192.168.10.5,202208041513,700,700,0,1400,51923,619,64.342951,0.0,164,86,64.344327,0.0,76,58,1
160.44.201.156,192.168.10.5,202208041540,5050,5549,10599,0,36204,448,63.266012,0.0,4136,40,63.253192,0.0,11352,40,1
27.220.45.14,192.168.10.5,202208041759,7,4,11,0,23,1,40.926698,0.003895,60,40,41.026737,0.106867,60,44,1
162.142.125.135,192.168.10.5,202208041800,1,0,0,1,1194,1,-10000,-10000,42,42,-10000,-10000,-10000,-10000,1
91.240.118.41,192.168.10.5,202208041800,3,1,4,0,51002,1,0.291382,0.002343,44,40,-10000,-10000,44,44,1
167.99.68.170,192.168.10.5,202208041800,16,15,31,0,22,1,3.24465,0.000331,492,52,3.358962,0.000728,676,52,1
43.134.198.91,192.168.10.5,202208041800,12,15,27,0,22,1,1.078641,1e-06,492,52,0.975878,0.000297,676,52,1
185.156.73.91,192.168.10.5,202208041800,3,1,4,0,55555,1,0.247264,0.002344,44,40,-10000,-10000,44,44,1
20.195.94.127,192.168.10.5,202208041800,2,12,14,0,80,1,2.771579,2.771579,64,64,13.664555,0.278706,60,60,1
20.195.94.124,192.168.10.5,202208041800,2,12,14,0,80,1,0.687848,0.687848,64,64,15.465251,0.329515,60,60,1
35.75.94.81,192.168.10.5,202208041800,6,3,9,0,80,1,2.651849,0.00774,64,40,2.659627,0.14627,60,60,1
92.118.160.41,192.168.10.5,202208041800,4,4,8,0,2222,1,1.193384,0.0003,44,44,1.243198,0.0002,44,40,1
154.61.69.192,192.168.10.5,202208041800,4,3,7,0,3389,1,0.161734,0.000302,83,40,0.128548,0.034323,59,40,1
185.142.236.36,192.168.10.5,202208041801,2,1,3,0,8000,1,0.268965,0.268965,44,40,-10000,-10000,44,44,1
144.24.190.159,192.168.10.5,202208041801,16,15,31,0,22,1,1.274732,0.000592,492,52,0.975198,0.000651,676,52,1
61.177.173.48,192.168.10.5,202208041801,12,14,26,0,22,1,1.423965,1e-06,908,40,0.612324,0.000978,699,52,1
192.168.3.115,172.29.148.192,202208041800,20,0,20,0,55443,1,12.904701,1.005313,60,60,-10000,-10000,-10000,-10000,0
45.227.254.20,192.168.10.5,202208041801,5,5,10,0,5900,1,0.278862,0.0,52,40,0.278019,0.000982,52,40,1
87.251.75.64,192.168.10.5,202208041801,4,3,7,0,3389,1,0.338115,0.000299,87,40,0.289753,0.035297,59,40,1
43.134.198.91,192.168.10.5,202208041801,12,14,26,0,22,1,1.074773,0.0,492,52,0.974338,0.0009,676,52,1
138.122.99.26,192.168.10.5,202208041801,5,4,9,0,3390,1,1.189192,0.0,83,40,1.008789,4.6e-05,52,40,1
61.177.173.62,192.168.10.5,202208041802,2,1,3,0,22,1,0.213021,0.213021,44,40,-10000,-10000,44,44,1
61.177.172.124,192.168.10.5,202208041802,11,11,22,0,22,1,0.281234,0.0,908,52,0.285582,0.000693,699,52,1
35.75.94.81,192.168.10.5,202208041802,4,2,6,0,80,1,0.517772,0.007983,64,40,0.52576,0.52576,60,60,1
167.99.68.170,192.168.10.5,202208041802,14,14,28,0,22,1,1.092049,0.000258,492,52,0.973345,0.000844,676,52,1
185.99.135.132,192.168.10.5,202208041802,5,4,9,0,26664,1,1.271417,0.0,87,40,1.008875,9.9e-05,52,40,1
89.248.163.240,192.168.10.5,202208041802,3,1,4,0,5320,1,0.222504,0.009237,44,40,-10000,-10000,44,44,1
181.94.247.2,192.168.10.5,202208041802,12,15,27,0,22,1,1.323194,0.001193,480,40,0.973253,0.000298,664,40,1
193.163.125.224,192.168.10.5,202208041802,1,6,7,0,50996,1,-10000,-10000,44,44,16.242295,1.013532,44,44,1
92.63.197.70,192.168.10.5,202208041802,3,1,4,0,6666,1,0.232095,0.008031,44,40,-10000,-10000,44,44,1
5.161.140.218,192.168.10.5,202208041802,4,3,7,0,3389,1,0.201997,0.000562,83,40,0.17417,0.027347,59,40,1
71.125.61.163,192.168.10.5,202208041802,1,6,7,0,80,1,-10000,-10000,64,64,16.242757,1.017331,60,60,1
89.248.165.118,192.168.10.5,202208041802,3,1,4,0,10889,1,0.247258,0.044073,44,40,-10000,-10000,44,44,1
192.241.208.13,192.168.10.5,202208041802,6,9,15,0,27017,1,37.743138,0.001197,81,44,16.242797,0.128358,60,44,1
141.145.207.124,192.168.10.5,202208041802,4,4,8,0,33178,1,1.257997,0.002413,44,40,1.259237,0.0,44,40,1
87.251.75.64,192.168.10.5,202208041803,5,4,9,0,3390,1,1.302124,1e-06,87,40,1.008546,0.0,52,40,1
167.94.146.19,192.168.10.5,202208041803,2,1,3,0,18673,1,0.265388,0.265388,44,40,-10000,-10000,44,44,1
141.255.162.196,192.168.10.5,202208041802,5,3,8,0,23,1,46.625203,0.25226,60,52,46.879862,0.254138,60,52,1
72.76.83.192,192.168.10.5,202208041803,72,90,162,0,22,1,4.962608,0.0,584,52,5.178912,0.000398,676,52,1
167.94.146.59,192.168.10.5,202208041803,14,10,24,0,18673,1,1.273514,0.0,295,40,1.257081,0.0,60,40,1
35.75.94.81,192.168.10.5,202208041803,6,3,9,0,80,1,2.871148,0.007053,64,40,2.878823,0.067591,60,60,1
43.134.198.91,192.168.10.5,202208041803,12,15,27,0,22,1,1.070932,0.000896,492,52,0.97543,4.9e-05,676,52,1
185.99.135.132,192.168.10.5,202208041803,5,4,9,0,26984,1,1.262519,0.0,87,40,1.008229,0.0,52,40,1
192.241.221.133,192.168.10.5,202208041803,1,6,7,0,47808,1,-10000,-10000,44,44,16.242655,1.028914,44,44,1
212.192.246.198,192.168.10.5,202208041803,10,10,20,0,25,1,0.310106,0.0,52,40,0.30961,0.000399,112,40,1
45.227.254.20,192.168.10.5,202208041803,5,5,10,0,5900,1,0.267226,0.000298,52,40,0.266624,0.000847,52,40,1
181.94.247.2,192.168.10.5,202208041803,12,15,27,0,22,1,1.32769,0.000294,480,40,0.974783,0.000348,664,40,1
202.189.7.190,192.168.10.5,202208041803,5,6,11,0,5900,1,1.130473,0.000262,52,40,1.025646,0.00055,52,40,1
144.24.190.159,192.168.10.5,202208041804,16,15,31,0,22,1,1.685192,0.000312,492,52,1.644812,0.0,676,52,1
167.99.68.170,192.168.10.5,202208041804,16,15,31,0,22,1,1.090305,0.0,492,52,0.974037,0.000747,676,52,1
185.156.73.57,192.168.10.5,202208041804,3,1,4,0,55985,1,0.242763,0.024705,44,40,-10000,-10000,44,44,1
103.114.104.92,192.168.10.5,202208041804,6,7,13,0,25,1,0.1159,0.001458,52,40,0.115711,0.0003,112,40,1
128.14.209.243,192.168.10.5,202208041804,3,1,4,0,80,1,0.146567,0.104532,44,40,-10000,-10000,44,44,1
128.14.209.242,192.168.10.5,202208041804,35,17,52,0,80,1,7.360981,0.0,254,52,7.514098,1e-06,7062,52,1
103.169.34.45,192.168.10.5,202208041804,3,1,4,0,3389,1,0.099788,0.020295,44,40,-10000,-10000,44,44,1
43.134.198.91,192.168.10.5,202208041804,12,14,26,0,22,1,1.065896,0.000549,492,52,0.974654,0.000902,676,52,1
175.178.248.76,192.168.10.5,202208041804,6,5,11,0,6379,1,0.668213,0.001172,66,52,0.61381,0.054364,64,52,1
217.79.189.178,192.168.10.5,202208041805,1,0,0,1,1027,1,-10000,-10000,442,442,-10000,-10000,-10000,-10000,1
