address,partner,date,rcv_packet_count,snd_packet_count,tcp_count,udp_count,most_port,port_count,rcv_max_int,rcv_min_int,rcv_max_len,rcv_min_len,snd_max_int,snd_min_int,snd_max_len,snd_min_len,label
185.173.35.53,192.168.10.5,202208051759,2,1,3,0,7080,1,0.242466,0.242466,44,40,-10000,-10000,44,44,1
5.61.59.30,192.168.10.5,202208051758,1,6,7,0,80,1,-10000,-10000,64,64,16.197349,1.033495,60,60,1
185.99.135.132,192.168.10.5,202208051759,5,4,9,0,5916,1,1.263319,0.0,87,40,1.0053,0.000114,52,40,1
94.102.61.42,192.168.10.5,202208051758,6,11,17,0,9070,1,28.034274,0.0,263,44,12.480143,0.000113,60,44,1
193.163.125.212,192.168.10.5,202208051758,1,6,7,0,10635,1,-10000,-10000,44,44,16.197356,1.033801,44,44,1
89.248.165.52,192.168.10.5,202208051759,22,17,39,0,8096,1,1.255899,0.0,115,40,1.005984,0.0,60,40,1
111.220.87.91,192.168.10.5,202208051759,17,13,30,0,22,1,1.247004,0.0,916,52,0.969837,0.00075,676,52,1
140.249.212.47,192.168.10.5,202208051759,6,5,11,0,2376,1,1.207362,0.000604,182,52,1.00553,0.000113,60,52,1
201.103.98.79,192.168.10.5,202208051759,12,15,27,0,22,1,1.212113,1e-06,492,52,0.973045,0.000401,676,52,1
62.233.50.217,192.168.10.5,202208051759,3,1,4,0,6933,1,0.292841,0.003306,44,40,-10000,-10000,44,44,1
193.163.125.240,192.168.10.5,202208051759,1,1,2,0,873,1,-10000,-10000,44,44,-10000,-10000,40,40,1
138.122.99.26,192.168.10.5,202208051800,5,4,9,0,3390,1,1.178504,0.0,83,40,1.006146,9.4e-05,52,40,1
185.173.35.53,192.168.10.5,202208051800,6,5,11,0,7080,1,1.26552,0.0,234,52,1.005784,0.000157,60,52,1
45.227.254.20,192.168.10.5,202208051800,5,5,10,0,5900,1,0.285726,0.001212,52,40,0.285697,0.001148,52,40,1
162.142.125.93,192.168.10.5,202208051800,2,1,3,0,21255,1,0.153062,0.153062,44,40,-10000,-10000,44,44,1
162.142.125.8,192.168.10.5,202208051800,15,12,27,0,21255,1,1.139176,0.00026,295,40,1.160231,0.0,60,40,1
162.142.125.160,192.168.10.5,202208051800,2,1,3,0,21255,1,0.158229,0.158229,60,40,-10000,-10000,60,60,1
92.255.85.156,192.168.10.5,202208051800,10,8,18,0,4029,1,1.297585,0.0,84,40,1.005386,0.0,52,40,1
47.254.203.36,192.168.10.5,202208051759,3,18,21,0,80,1,38.296206,3.288447,64,64,16.197291,0.251364,60,60,1
167.160.9.8,192.168.10.5,202208051759,3,18,21,0,80,1,3.431384,2.897974,64,64,9.76978,0.140507,60,60,1
71.125.61.163,192.168.10.5,202208051800,1,6,7,0,80,1,-10000,-10000,64,64,16.197245,1.010826,60,60,1
27.120.36.66,192.168.10.5,202208051800,1,6,7,0,23,1,-10000,-10000,44,44,16.197321,1.021212,44,44,1
45.166.222.194,192.168.10.5,202208051756,424,554,978,0,1433,1,30.312324,0.0,4136,40,30.367368,0.0,114,40,1
89.248.165.169,192.168.10.5,202208051800,3,1,4,0,6230,1,0.243078,0.014,44,40,-10000,-10000,44,44,1
201.103.98.79,192.168.10.5,202208051801,12,14,26,0,22,1,1.224346,1e-06,492,52,0.975254,0.000994,676,52,1
185.142.236.38,192.168.10.5,202208051801,19,14,33,0,3551,1,1.252034,0.0,307,40,1.249003,0.000111,60,44,1
61.177.172.61,192.168.10.5,202208051800,30,41,71,0,22,1,3.001897,0.0,724,52,9.740165,0.000147,900,52,1
183.223.37.167,192.168.10.5,202208051801,15,19,34,0,22,1,1.137893,0.000612,824,40,0.972542,0.00099,888,40,1
5.61.59.30,192.168.10.5,202208051801,1,6,7,0,80,1,-10000,-10000,64,64,16.197607,1.007564,60,60,1
212.192.246.198,192.168.10.5,202208051801,8,8,16,0,25,1,0.269848,1e-06,52,40,0.269435,0.000455,112,40,1
62.233.50.217,192.168.10.5,202208051801,3,1,4,0,8557,1,0.290443,0.004457,44,40,-10000,-10000,44,44,1
94.102.61.38,192.168.10.5,202208051801,6,10,16,0,9801,1,17.111054,0.0,60,44,13.048114,4.1e-05,60,44,1
103.167.198.237,192.168.10.5,202208051801,4,3,7,0,3389,1,0.133117,0.000369,83,40,0.096453,0.034524,59,40,1
94.102.61.53,192.168.10.5,202208051801,7,11,18,0,8827,1,20.668847,0.0,263,44,9.441574,0.000115,60,44,1
34.146.244.61,192.168.10.5,202208051802,1,1,2,0,139,1,-10000,-10000,44,44,-10000,-10000,40,40,1
125.209.125.230,192.168.10.5,202208051802,4,4,8,0,3389,1,0.185889,0.000314,83,40,0.157871,0.000255,59,40,1
45.227.254.20,192.168.10.5,202208051802,5,5,10,0,5900,1,0.292835,0.001211,52,40,0.291672,0.001647,52,40,1
201.103.98.79,192.168.10.5,202208051802,12,15,27,0,22,1,1.218077,0.001494,492,52,0.974748,0.000298,676,52,1
128.14.134.134,192.168.10.5,202208051802,3,1,4,0,443,1,0.172179,0.011926,44,40,-10000,-10000,44,44,1
103.114.104.92,192.168.10.5,202208051803,6,7,13,0,25,1,0.093492,0.000363,52,40,0.093328,0.000298,112,40,1
47.254.203.36,192.168.10.5,202208051801,3,18,21,0,80,1,37.952716,3.455568,64,64,16.197782,0.424864,60,60,1
167.160.9.8,192.168.10.5,202208051802,3,18,21,0,80,1,3.515155,2.513037,64,64,10.283998,0.289189,60,60,1
192.241.219.123,192.168.10.5,202208051802,5,10,15,0,7002,1,45.147759,0.0036,60,44,16.197332,0.0,60,44,1
146.88.240.4,192.168.10.5,202208051802,1,6,7,0,443,1,-10000,-10000,44,44,16.196951,1.015107,44,44,1
202.189.7.190,192.168.10.5,202208051803,5,5,10,0,5900,1,0.100358,0.000266,52,40,0.099835,0.00085,52,40,1
43.134.171.148,192.168.10.5,202208051803,2,1,3,0,4433,1,0.084021,0.084021,44,40,-10000,-10000,44,44,1
185.156.73.91,192.168.10.5,202208051803,3,1,4,0,5389,1,0.234431,0.008087,44,40,-10000,-10000,44,44,1
31.7.58.162,192.168.10.5,202208051802,11,7,18,0,5555,1,45.158981,0.0,190,40,0.322531,0.000549,199,44,1
195.3.147.55,192.168.10.5,202208051803,10,11,21,0,22,1,1.278853,0.004789,944,40,0.97479,0.000997,888,40,1
62.210.217.129,192.168.10.5,202208051803,1,0,0,1,5070,1,-10000,-10000,446,446,-10000,-10000,-10000,-10000,1
201.103.98.79,192.168.10.5,202208051803,12,15,27,0,22,1,1.23118,0.0,492,52,0.974493,0.00095,676,52,1
192.168.3.116,172.29.148.192,202208051802,20,0,20,0,55443,1,12.848324,1.012009,60,60,-10000,-10000,-10000,-10000,0
5.61.59.30,192.168.10.5,202208051803,1,6,7,0,80,1,-10000,-10000,64,64,16.19694,1.026563,60,60,1
87.251.75.64,192.168.10.5,202208051804,5,4,9,0,3391,1,1.297941,0.001788,87,40,1.004649,0.000118,52,40,1
45.227.254.20,192.168.10.5,202208051804,5,5,10,0,5900,1,0.266923,0.000868,52,40,0.267571,0.001051,52,40,1
154.61.69.192,192.168.10.5,202208051805,4,3,7,0,3389,1,0.277349,0.001504,83,40,0.141542,0.136891,59,40,1
128.14.134.134,192.168.10.5,202208051805,7,6,13,0,443,1,0.198716,0.000555,234,52,0.206423,0.000148,1387,52,1
194.26.29.169,192.168.10.5,202208051805,3,1,4,0,8812,1,0.297323,0.040494,44,40,-10000,-10000,44,44,1
162.142.125.91,192.168.10.5,202208051805,2,1,3,0,18052,1,0.139972,0.139972,44,40,-10000,-10000,44,44,1
162.142.125.220,192.168.10.5,202208051805,14,10,24,0,18052,1,1.1508,0.0,295,40,1.153703,0.0,60,40,1
162.142.125.160,192.168.10.5,202208051805,2,1,3,0,18052,1,0.139111,0.139111,60,40,-10000,-10000,60,60,1
103.167.198.237,192.168.10.5,202208051805,4,3,7,0,3389,1,0.129002,0.002088,83,40,0.103085,0.023608,59,40,1
138.122.99.26,192.168.10.5,202208051805,5,4,9,0,3390,1,1.174308,0.001455,83,40,1.005581,6e-05,52,40,1
201.103.98.79,192.168.10.5,202208051805,12,14,26,0,22,1,1.224642,1e-06,492,52,0.972196,0.000902,676,52,1
125.209.125.230,192.168.10.5,202208051805,4,4,8,0,3389,1,0.246693,0.000293,83,40,0.156653,0.000445,59,40,1
47.254.203.36,192.168.10.5,202208051804,3,18,21,0,80,1,37.190064,4.506544,64,64,16.197329,0.41783,60,60,1
167.160.9.8,192.168.10.5,202208051805,3,18,21,0,80,1,4.774964,2.953927,64,64,8.484307,0.107266,60,60,1
43.134.171.148,192.168.10.5,202208051805,55,55,110,0,4433,1,1.100391,0.0,496,52,1.006024,0.0,60,52,1
94.102.61.25,192.168.10.5,202208051804,8,10,18,0,20000,1,83.561809,0.0,1062,40,52.003173,0.226734,60,44,1
212.192.246.198,192.168.10.5,202208051805,8,9,17,0,25,1,0.278267,0.001157,52,40,0.277613,0.000598,112,40,1
39.107.120.166,192.168.10.5,202208051806,7,3,10,0,6379,1,0.090265,0.0,66,40,0.091516,0.0,60,40,1
179.60.149.55,192.168.10.5,202208051806,5,4,9,0,64841,1,1.160932,0.0,87,40,1.005584,0.000126,52,40,1
167.248.133.151,192.168.10.5,202208051806,2,1,3,0,8767,1,0.143573,0.143573,44,40,-10000,-10000,44,44,1
123.160.221.15,192.168.10.5,202208051806,5,6,11,0,12500,1,4.235779,0.235622,52,40,16.197232,1.033787,52,52,1
167.248.133.63,192.168.10.5,202208051806,13,9,22,0,8767,1,1.145119,0.000307,295,52,1.151283,1e-06,60,52,1
95.167.212.219,192.168.10.5,202208051806,2,1,3,0,445,1,0.45248,0.45248,44,40,-10000,-10000,44,44,1
162.142.125.160,192.168.10.5,202208051806,2,1,3,0,8767,1,0.143904,0.143904,60,40,-10000,-10000,60,60,1
185.7.214.104,192.168.10.5,202208051806,13,7,20,0,80,1,0.307737,0.0,267,52,0.291284,4.1e-05,9866,52,1
5.61.59.30,192.168.10.5,202208051806,1,6,7,0,80,1,-10000,-10000,64,64,16.197304,1.014796,60,60,1
23.225.163.200,192.168.10.5,202208051806,25,24,49,0,9307,1,1.129033,0.00026,235,52,1.122446,0.0,60,52,1
45.227.254.20,192.168.10.5,202208051806,5,5,10,0,5900,1,0.27465,1e-06,52,40,0.273758,0.001126,52,40,1
201.103.98.79,192.168.10.5,202208051806,12,15,27,0,22,1,1.224064,0.0,492,52,0.974605,0.0,676,52,1
109.237.96.124,192.168.10.5,202208051807,41,31,72,0,80,1,0.332165,0.0,280,52,0.375001,3.6e-05,7062,52,1
167.94.146.65,192.168.10.5,202208051807,2,1,3,0,4444,1,0.255892,0.255892,44,40,-10000,-10000,44,44,1
167.94.146.60,192.168.10.5,202208051807,14,10,24,0,4444,1,1.261288,0.0,295,40,1.263735,0.0,154,40,1
198.199.105.162,192.168.10.5,202208051807,1,6,7,0,7210,1,-10000,-10000,44,44,16.197334,1.016704,44,44,1
89.248.163.140,192.168.10.5,202208051807,3,1,4,0,9901,1,0.238019,0.054512,44,40,-10000,-10000,44,44,1
138.99.216.196,192.168.10.5,202208051808,3,1,4,0,33377,1,0.222495,0.000863,44,40,-10000,-10000,44,44,1
89.248.165.104,192.168.10.5,202208051808,3,1,4,0,3373,1,0.23297,0.017874,44,40,-10000,-10000,44,44,1
47.254.203.36,192.168.10.5,202208051807,3,18,21,0,80,1,36.050013,5.241458,64,64,16.197278,0.93201,60,60,1
167.160.9.8,192.168.10.5,202208051807,3,18,21,0,80,1,5.801772,2.886035,64,64,7.455919,0.159836,60,60,1
201.103.98.79,192.168.10.5,202208051808,12,15,27,0,22,1,1.218998,0.001155,492,52,0.971246,0.000345,676,52,1
79.110.62.182,192.168.10.5,202208051808,7,6,13,0,81,1,0.277343,0.0,78,40,0.3143,0.000512,489,44,1
94.102.61.25,192.168.10.5,202208051808,6,5,11,0,20000,1,1.244006,0.0,264,52,1.005587,0.0,60,52,1
192.241.208.77,192.168.10.5,202208051808,1,6,7,0,5222,1,-10000,-10000,44,44,16.197423,1.019103,44,44,1
183.223.37.167,192.168.10.5,202208051808,14,19,33,0,22,1,1.131091,0.0,824,40,0.972544,0.0,888,40,1
103.167.198.237,192.168.10.5,202208051808,4,3,7,0,3389,1,0.123057,0.003293,83,40,0.10418,0.024652,59,40,1
125.209.125.230,192.168.10.5,202208051808,4,3,7,0,3389,1,0.201718,0.00086,83,40,0.156847,0.042464,59,40,1
185.99.135.132,192.168.10.5,202208051809,5,4,9,0,5919,1,1.257147,1e-06,87,40,1.006137,0.000109,52,40,1
45.227.254.20,192.168.10.5,202208051809,5,5,10,0,5900,1,0.30298,0.0,52,40,0.301965,0.001193,52,40,1
179.60.149.55,192.168.10.5,202208051809,5,4,9,0,58079,1,1.159703,0.000894,87,40,1.00556,0.0,52,40,1
49.142.188.6,192.168.10.5,202208051808,1,6,7,0,23,1,-10000,-10000,44,44,16.197321,1.015168,44,44,1
5.61.59.30,192.168.10.5,202208051808,1,6,7,0,80,1,-10000,-10000,64,64,16.197329,1.023054,60,60,1
139.162.190.203,192.168.10.5,202208051809,6,4,10,0,44501,1,30.747782,1e-06,44,40,1.259583,0.000148,44,40,1
201.103.98.79,192.168.10.5,202208051809,12,15,27,0,22,1,1.231175,0.001794,492,52,0.97504,0.0006,676,52,1
42.159.81.133,192.168.10.5,202208051809,3,1,4,0,2376,1,0.203138,0.04887,44,40,-10000,-10000,44,44,1
128.1.91.204,192.168.10.5,202208051809,3,1,4,0,80,1,0.171028,0.041677,44,40,-10000,-10000,44,44,1
212.192.246.198,192.168.10.5,202208051809,8,8,16,0,25,1,0.263323,1e-06,52,40,0.262927,0.000393,112,40,1
183.136.225.9,192.168.10.5,202208051808,17,35,52,0,3306,1,15.566184,0.151601,60,40,16.197309,0.078783,60,44,1
