address,partner,date,rcv_packet_count,snd_packet_count,tcp_count,udp_count,most_port,port_count,rcv_max_int,rcv_min_int,rcv_max_len,rcv_min_len,snd_max_int,snd_min_int,snd_max_len,snd_min_len,label
64.226.112.241,192.168.10.5,202304130659,2,1,3,0,23215,1,0.2603,0.2603,44,40,-10000,-10000,44,44,1
182.61.45.113,192.168.10.5,202304130659,7,9,16,0,5900,1,4.02396,1e-06,64,52,4.02396,0.000757,64,52,1
188.166.95.44,192.168.10.5,202304130659,15,15,30,0,22,1,1.272907,0.0,1028,40,0.974028,0.000595,699,52,1
163.47.37.186,192.168.10.5,202304130659,4,3,7,0,3389,1,0.285631,0.001495,83,40,0.24093,0.042552,59,40,1
182.127.224.253,192.168.10.5,202304130659,1,6,7,0,23,1,-10000,-10000,44,44,16.238988,1.025153,44,44,1
91.223.169.88,192.168.10.5,202304130659,5,5,10,0,9444,1,1.317836,0.0,174,52,1.008878,1e-06,60,52,1
45.227.254.55,192.168.10.5,202304130659,14,12,26,0,50025,1,2.162764,0.0,84,40,1.02379,0.0,52,40,1
120.25.227.158,192.168.10.5,202304130659,5,5,10,0,5900,1,0.231733,8e-05,64,52,0.23083,0.000949,64,52,1
216.218.206.84,192.168.10.5,202304130700,2,1,3,0,8080,1,0.13642,0.13642,44,40,-10000,-10000,44,44,1
61.219.18.151,192.168.10.5,202304130700,2,1,3,0,23,1,0.150791,0.150791,44,40,-10000,-10000,44,44,1
146.88.241.31,192.168.10.5,202304130700,1,1,0,2,161,1,-10000,-10000,68,68,-10000,-10000,95,95,1
182.151.29.95,192.168.10.5,202304130700,6,7,13,0,5900,1,1.007465,0.0,64,52,0.718579,0.001303,64,52,1
107.170.234.9,192.168.10.5,202304130700,6,4,10,0,443,1,0.153404,1e-06,180,52,0.154756,0.002149,1387,52,1
218.58.69.121,192.168.10.5,202304130700,2,1,3,0,22703,1,0.098979,0.098979,44,40,-10000,-10000,44,44,1
216.218.206.92,192.168.10.5,202304130700,5,5,10,0,8080,1,1.134064,0.0,168,40,1.007598,0.0,48,40,1
36.133.130.233,192.168.10.5,202304130700,6,8,14,0,5900,1,0.972913,1e-06,64,52,0.41889,0.001221,64,52,1
216.218.206.125,192.168.10.5,202304130700,1,0,0,1,5683,1,-10000,-10000,32,32,-10000,-10000,-10000,-10000,1
107.170.251.12,192.168.10.5,202304130700,6,5,11,0,2222,1,1.163929,1e-06,165,52,1.00757,0.0,60,52,1
89.248.163.171,192.168.10.5,202304130700,3,1,4,0,6730,1,0.257101,0.02116,44,40,-10000,-10000,44,44,1
90.8.54.239,192.168.10.5,202304130700,12,64,76,0,80,2,0.836821,0.018125,52,52,13.919375,0.0,52,44,1
60.255.181.202,192.168.10.5,202304130700,3,1,4,0,2376,1,0.156719,0.034331,44,40,-10000,-10000,44,44,1
167.94.138.80,192.168.10.5,202304130701,2,1,3,0,18033,1,0.220088,0.220088,44,40,-10000,-10000,44,44,1
188.166.95.44,192.168.10.5,202304130701,14,13,27,0,22,1,1.269329,1e-06,1028,52,0.973628,0.000886,699,52,1
167.94.138.36,192.168.10.5,202304130701,14,10,24,0,18033,1,1.215269,0.0,295,40,1.240637,0.0,60,40,1
162.142.125.160,192.168.10.5,202304130701,2,1,3,0,18033,1,0.194235,0.194235,60,40,-10000,-10000,60,60,1
198.98.62.201,192.168.10.5,202304130701,1,0,0,1,123,1,-10000,-10000,76,76,-10000,-10000,-10000,-10000,1
36.133.125.177,192.168.10.5,202304130701,5,7,12,0,5900,1,0.9655,0.0,64,52,0.425016,0.00145,64,52,1
192.241.225.16,192.168.10.5,202304130701,5,5,10,0,6066,1,1.140677,0.000562,76,52,1.008528,1e-06,60,52,1
36.105.100.113,192.168.10.5,202304130701,5,5,10,0,5900,1,0.311309,0.000174,64,52,0.30956,0.00165,64,52,1
106.15.229.166,192.168.10.5,202304130702,5,5,10,0,5900,1,0.228372,1e-06,64,52,0.227132,0.001051,64,52,1
60.255.181.202,192.168.10.5,202304130702,6,7,13,0,2376,1,1.163047,0.0,178,52,1.009584,0.0,60,52,1
106.13.222.253,192.168.10.5,202304130702,6,8,14,0,5900,1,1.567491,0.007189,64,52,0.676545,0.001043,64,52,1
90.8.54.239,192.168.10.5,202304130702,7,42,49,0,80,2,5.358831,0.01991,52,52,7.217437,0.0,52,52,1
188.166.95.44,192.168.10.5,202304130702,14,14,28,0,22,1,1.275263,0.0,1028,52,0.976599,0.000138,699,52,1
159.89.148.162,192.168.10.5,202304130702,3,2,5,0,465,1,0.171539,0.12334,44,40,0.295075,0.295075,44,40,1
64.226.112.241,192.168.10.5,202304130702,3,5,8,0,23215,1,1.827536,0.263048,64,52,1.271472,0.0,60,52,1
45.79.163.53,192.168.10.5,202304130702,4,3,7,0,58271,1,1.028052,0.296271,44,40,1.304856,0.0,44,40,1
222.92.117.182,192.168.10.5,202304130703,2,2,4,0,20027,1,1.25534,1.25534,44,40,1.0117,1.0117,44,44,1
46.101.251.12,192.168.10.5,202304130703,2,1,3,0,18159,1,0.280003,0.280003,44,40,-10000,-10000,44,44,1
128.199.104.145,192.168.10.5,202304130703,3,2,5,0,7222,1,0.120945,0.003507,44,40,0.123921,0.123921,44,40,1
