address,partner,date,rcv_packet_count,snd_packet_count,tcp_count,udp_count,most_port,port_count,rcv_max_int,rcv_min_int,rcv_max_len,rcv_min_len,snd_max_int,snd_min_int,snd_max_len,snd_min_len,label
157.245.222.108,192.168.10.5,202304091958,12,10,22,0,1925,1,5.519639,1e-06,303,52,5.726414,0.0,60,52,1
162.243.147.21,192.168.10.5,202304091958,1,6,7,0,18245,1,-10000,-10000,44,44,16.198264,1.005202,44,44,1
36.134.47.247,192.168.10.5,202304091958,6,13,19,0,5900,1,1.056354,1e-06,64,52,15.169659,0.00101,64,52,1
89.248.165.31,192.168.10.5,202304091959,3,1,4,0,1978,1,0.246348,0.005941,44,40,-10000,-10000,44,44,1
104.237.62.211,192.168.10.5,202304091959,11,12,23,0,49692,1,0.126303,0.0,2628,52,0.120107,0.0,575,40,1
182.131.31.12,192.168.10.5,202304091959,2,1,3,0,1433,1,0.477817,0.477817,44,40,-10000,-10000,44,44,1
94.102.61.27,192.168.10.5,202304091959,7,11,18,0,3337,1,40.652049,0.0,259,44,16.198185,0.0001,60,44,1
89.248.165.14,192.168.10.5,202304092000,17,15,32,0,33582,1,1.256819,0.000294,115,52,1.255035,1e-06,60,40,1
157.245.222.108,192.168.10.5,202304092000,23,17,40,0,9160,1,2.715169,0.000894,303,52,2.923684,0.0,60,52,1
165.22.115.136,192.168.10.5,202304091959,1,6,7,0,6933,1,-10000,-10000,44,44,16.198673,1.020815,44,44,1
89.248.165.253,192.168.10.5,202304092000,3,1,4,0,6367,1,0.234515,0.015266,44,40,-10000,-10000,44,44,1
45.88.66.117,192.168.10.5,202304092000,7,8,15,0,25,1,0.27495,0.006834,52,40,0.274553,0.000447,112,40,1
106.13.223.201,192.168.10.5,202304092000,6,7,13,0,5900,1,1.001061,0.0,64,52,1.001061,0.000753,64,52,1
192.168.3.118,172.29.148.192,202304091959,20,0,20,0,55443,1,12.845318,1.013923,60,60,-10000,-10000,-10000,-10000,0
167.94.138.140,192.168.10.5,202304092001,2,1,3,0,8117,1,0.197167,0.197167,44,40,-10000,-10000,44,44,1
61.177.172.104,192.168.10.5,202304092001,5,2,7,0,22,1,0.406085,0.000887,908,52,0.204576,0.204576,75,60,1
89.248.165.31,192.168.10.5,202304092001,3,1,4,0,1466,1,0.223925,0.028469,44,40,-10000,-10000,44,44,1
167.94.138.35,192.168.10.5,202304092001,14,10,24,0,8117,1,1.20046,0.0,295,40,1.196334,0.0,60,40,1
162.142.125.160,192.168.10.5,202304092001,2,1,3,0,8117,1,0.144119,0.144119,60,40,-10000,-10000,60,60,1
38.68.14.10,192.168.10.5,202304092001,4,3,7,0,3389,1,0.196286,0.000178,83,40,0.150402,0.042493,59,40,1
154.89.5.92,192.168.10.5,202304092001,2,1,3,0,9100,1,0.115046,0.115046,44,44,-10000,-10000,44,44,1
165.22.115.136,192.168.10.5,202304092001,4,4,8,0,6933,1,1.264273,1e-06,60,52,1.261875,0.0,60,52,1
34.145.242.105,192.168.10.5,202304092001,3,1,4,0,27017,1,0.149797,0.000961,44,40,-10000,-10000,44,44,1
34.79.42.172,192.168.10.5,202304092001,16,11,27,0,27017,1,0.241665,0.0,328,52,0.232181,4.8e-05,253,52,1
219.97.65.57,192.168.10.5,202304091959,18636,15553,34189,0,445,1,0.034826,0.0,150,40,0.026516,0.0,129,40,1
154.89.5.195,192.168.10.5,202304092001,48,42,90,0,9100,1,1.088133,0.0,295,52,1.053807,0.0,60,52,1
163.172.175.22,192.168.10.5,202304092001,3,1,4,0,443,1,0.24401,0.009532,44,40,-10000,-10000,44,44,1
182.61.40.82,192.168.10.5,202304092001,5,4,9,0,6379,1,0.885336,0.004145,66,52,0.672074,0.236568,60,52,1
162.243.147.21,192.168.10.5,202304092001,5,5,10,0,18245,1,1.121251,0.0,77,52,1.005644,0.0,60,52,1
165.227.110.45,192.168.10.5,202304091958,234,194,428,0,3389,10,32.467198,0.0,687,52,32.467496,0.0,7062,52,1
220.220.248.1,192.168.10.5,202304091958,33,33,0,66,40948,31,58.787904,0.0,126,91,58.790533,0.0,75,58,1
150.158.34.228,192.168.10.5,202304092002,5,5,10,0,5900,1,0.173974,1e-06,64,52,0.173176,0.000895,64,52,1
150.158.41.33,192.168.10.5,202304092002,5,5,10,0,5900,1,0.169468,0.0,64,52,0.169592,0.000845,64,52,1
182.61.45.113,192.168.10.5,202304092002,6,6,12,0,5900,1,0.501726,0.0,64,52,0.50184,0.000808,64,52,1
194.26.29.37,192.168.10.5,202304092002,3,1,4,0,33802,1,0.291638,0.023549,44,40,-10000,-10000,44,44,1
125.212.253.22,192.168.10.5,202304092002,4,3,7,0,3389,1,0.12876,0.002266,83,40,0.119931,0.010455,59,40,1
89.248.163.189,192.168.10.5,202304092002,3,1,4,0,3200,1,0.24154,0.006687,44,40,-10000,-10000,44,44,1
61.177.173.48,192.168.10.5,202304092002,13,14,27,0,22,1,0.556467,0.000601,908,40,0.519655,0.000296,676,52,1
141.95.84.139,192.168.10.5,202304092002,2,1,3,0,36722,1,0.251114,0.251114,44,40,-10000,-10000,44,44,1
122.114.15.135,192.168.10.5,202304092002,5,5,10,0,5900,1,0.074827,0.002681,64,52,0.075732,0.000645,64,52,1
154.89.5.92,192.168.10.5,202304092002,2,1,3,0,7777,1,0.084333,0.084333,44,44,-10000,-10000,44,44,1
5.188.86.237,192.168.10.5,202304092002,8,11,19,0,5432,1,0.375944,0.015216,137,40,0.391221,0.0,91,40,1
203.33.10.78,192.168.10.5,202304092002,12,10,22,0,80,1,3.802315,0.0,1002,52,3.918516,0.0,9866,52,1
91.240.118.221,192.168.10.5,202304092002,3,1,4,0,9944,1,0.270336,0.003173,44,40,-10000,-10000,44,44,1
163.125.160.113,192.168.10.5,202304092002,7,4,11,0,23,1,36.968324,0.064892,60,40,37.040301,0.070012,60,44,1
182.151.29.95,192.168.10.5,202304092003,6,6,12,0,5900,1,1.001247,0.0,64,52,1.001103,0.000762,64,52,1
89.248.165.31,192.168.10.5,202304092003,3,1,4,0,1234,1,0.252032,0.035765,44,40,-10000,-10000,44,44,1
120.48.165.230,192.168.10.5,202304092003,5,4,9,0,6379,1,0.25501,0.0,66,52,0.25501,0.0,60,52,1
61.177.172.104,192.168.10.5,202304092003,0,8,8,0,22,1,-10000,-10000,-10000,-10000,19.798007,0.609219,52,52,1
223.13.63.161,192.168.10.5,202304092003,24,24,48,0,23,1,0.891332,0.003316,125,40,0.661816,0.000444,1023,44,1
167.94.138.129,192.168.10.5,202304092004,2,1,3,0,9137,1,0.192419,0.192419,44,40,-10000,-10000,44,44,1
23.137.104.27,192.168.10.5,202304092004,3,1,4,0,3394,1,0.221643,0.044901,44,40,-10000,-10000,44,44,1
154.89.5.220,192.168.10.5,202304092004,45,43,88,0,7777,1,1.091616,0.0,295,52,1.060851,0.0,60,52,1
167.94.138.50,192.168.10.5,202304092004,14,9,23,0,9137,1,1.228839,0.0,295,40,1.22281,0.0,60,52,1
118.193.65.94,192.168.10.5,202304092004,1,1,2,0,83,1,-10000,-10000,60,60,-10000,-10000,40,40,1
202.189.15.230,192.168.10.5,202304092004,5,5,10,0,5900,1,0.053975,0.0,52,40,0.053762,0.00051,52,40,1
137.184.217.189,192.168.10.5,202304092004,3,3,6,0,8085,1,1.320376,0.562247,44,40,1.567652,1e-06,44,40,1
36.133.130.233,192.168.10.5,202304092004,7,7,14,0,5900,1,1.015787,1e-06,64,52,1.011977,0.001016,64,52,1
89.248.165.109,192.168.10.5,202304092004,3,1,4,0,16591,1,0.224625,0.005885,44,40,-10000,-10000,44,44,1
165.22.10.172,192.168.10.5,202304092004,2,1,3,0,2985,1,0.160691,0.160691,44,40,-10000,-10000,44,44,1
38.68.14.10,192.168.10.5,202304092004,8,7,15,0,3389,1,42.441588,0.0,83,40,42.59942,0.0,59,40,1
162.142.125.249,192.168.10.5,202304092005,2,1,3,0,9162,1,0.142413,0.142413,44,40,-10000,-10000,44,44,1
178.75.47.128,192.168.10.5,202304092004,7,4,11,0,23,1,31.358723,0.008159,60,40,31.644274,0.285372,60,44,1
162.142.125.217,192.168.10.5,202304092005,14,10,24,0,9162,1,1.155211,0.000297,295,40,1.145566,0.0,60,40,1
120.25.227.158,192.168.10.5,202304092005,5,6,11,0,5900,1,0.869586,1e-06,64,52,0.654776,0.000557,64,52,1
114.215.179.136,192.168.10.5,202304092005,6,6,12,0,5900,1,1.001756,0.0,64,52,1.001756,0.000893,64,52,1
121.227.31.42,192.168.10.5,202304092005,5,6,11,0,5900,1,0.845448,0.0,64,52,0.638938,0.000473,64,52,1
192.168.10.4,192.168.10.5,202304092005,34,12,46,0,64297,1,5.025859,0.0,575,52,5.025847,0.0,3876,40,1
167.248.133.144,192.168.10.5,202304092005,2,1,3,0,2480,1,0.141548,0.141548,44,40,-10000,-10000,44,44,1
167.94.138.129,192.168.10.5,202304092005,2,1,3,0,8591,1,0.196014,0.196014,44,40,-10000,-10000,44,44,1
45.12.147.2,192.168.10.5,202304092005,2,1,3,0,9898,1,0.106624,0.106624,44,40,-10000,-10000,44,44,1
167.248.133.124,192.168.10.5,202304092005,14,10,24,0,2480,1,1.14846,1e-06,295,40,1.143117,0.0,60,40,1
