address,partner,date,rcv_packet_count,snd_packet_count,tcp_count,udp_count,most_port,port_count,rcv_max_int,rcv_min_int,rcv_max_len,rcv_min_len,snd_max_int,snd_min_int,snd_max_len,snd_min_len,label
122.114.15.135,192.168.10.5,202304210259,5,5,10,0,5900,1,0.094542,0.00085,64,52,0.094445,0.001601,64,52,1
104.248.81.55,192.168.10.5,202304210259,2,1,3,0,22,1,0.245794,0.245794,44,40,-10000,-10000,44,44,1
182.151.29.95,192.168.10.5,202304210259,6,7,13,0,5900,1,1.277884,1e-06,64,52,1.03654,0.001216,64,52,1
35.203.210.32,192.168.10.5,202304210258,6,5,11,0,1243,1,48.588014,0.003537,60,40,48.834242,5.3e-05,60,44,1
198.199.95.41,192.168.10.5,202304210258,1,6,7,0,7103,1,-10000,-10000,44,44,16.23999,1.011925,44,44,1
198.199.118.63,192.168.10.5,202304210258,6,11,17,0,2086,1,27.544613,0.0,76,44,12.05839,0.0,60,44,1
182.71.6.166,192.168.10.5,202304210257,20,16,36,0,3389,1,33.486683,1e-06,83,40,33.641353,0.0,59,40,1
185.156.73.121,192.168.10.5,202304210259,3,1,4,0,9334,1,0.232793,0.001038,44,40,-10000,-10000,44,44,1
138.199.5.150,192.168.10.5,202304210258,37,69,106,0,80,2,28.527413,0.00089,52,40,16.239588,0.027452,52,44,1
92.63.197.82,192.168.10.5,202304210259,6,2,8,0,43782,2,25.266659,0.003405,44,40,25.523832,25.523832,44,44,1
87.236.176.237,192.168.10.5,202304210259,4,4,8,0,5100,1,1.283314,1e-06,60,52,1.280853,0.0,60,52,1
167.94.138.142,192.168.10.5,202304210259,2,1,3,0,9137,1,0.209275,0.209275,44,40,-10000,-10000,44,44,1
167.94.138.124,192.168.10.5,202304210259,14,9,23,0,9137,1,1.213243,0.0,295,40,1.203519,0.0,60,52,1
162.142.125.160,192.168.10.5,202304210300,2,1,3,0,9137,1,0.136583,0.136583,60,40,-10000,-10000,60,60,1
119.23.67.0,192.168.10.5,202304210300,6,6,12,0,5900,1,0.993174,0.0,64,52,0.993056,0.00098,64,52,1
220.220.248.1,192.168.10.5,202304210258,13,13,0,26,46608,11,25.417779,0.0,125,91,25.416223,1e-06,75,58,1
87.236.176.227,192.168.10.5,202304210300,5,5,10,0,5100,1,1.269905,0.0,624,52,1.268768,1e-06,60,40,1
36.134.122.227,192.168.10.5,202304210300,5,5,10,0,5900,1,0.097052,0.0,64,52,0.096047,0.0012,64,52,1
167.99.176.36,192.168.10.5,202304210300,2,1,3,0,5901,1,0.209156,0.209156,44,40,-10000,-10000,44,44,1
114.132.248.19,192.168.10.5,202304210300,5,6,11,0,5900,1,0.828431,0.0,64,52,0.625334,0.00104,64,52,1
91.240.118.75,192.168.10.5,202304210300,3,1,4,0,5434,1,0.278255,0.008044,44,40,-10000,-10000,44,44,1
179.43.154.158,192.168.10.5,202304210258,20,100,120,0,80,2,39.946457,0.027581,52,52,14.178399,0.0,52,44,1
87.236.176.235,192.168.10.5,202304210300,5,5,10,0,5100,1,1.253391,0.0,78,52,1.254248,0.0,60,40,1
218.58.69.121,192.168.10.5,202304210300,4,4,8,0,2291,1,1.106678,0.0,44,40,1.079445,1e-06,44,40,1
43.231.235.208,192.168.10.5,202304210300,1,1,2,0,82,1,-10000,-10000,44,44,-10000,-10000,40,40,1
162.216.149.206,192.168.10.5,202304210259,8,6,14,0,2081,1,49.390093,0.000298,259,40,49.559995,0.0,60,44,1
87.236.176.224,192.168.10.5,202304210300,5,5,10,0,5100,1,1.262921,0.0,61,52,1.263371,0.0,60,40,1
87.236.176.249,192.168.10.5,202304210300,5,5,10,0,5100,1,1.265491,1e-06,96,52,1.265723,0.0,60,40,1
164.92.114.247,192.168.10.5,202304210251,474,376,850,0,995,22,48.562822,0.0,1589,52,48.563334,0.0,1437,40,1
87.236.176.242,192.168.10.5,202304210301,10,11,21,0,5100,1,1.272374,0.0,166,52,1.275058,0.0,60,40,1
167.94.145.24,192.168.10.5,202304210301,2,1,3,0,50026,1,0.249004,0.249004,44,40,-10000,-10000,44,44,1
167.94.145.57,192.168.10.5,202304210301,14,9,23,0,50026,1,1.252842,0.0,295,40,1.255685,4.6e-05,60,52,1
220.220.248.1,192.168.10.5,202304210301,5,5,0,10,52094,5,6.220448,1.054418,91,91,6.211411,1.063835,75,75,1
142.93.72.25,192.168.10.5,202304210301,2,1,3,0,6766,1,0.157869,0.157869,44,40,-10000,-10000,44,44,1
167.94.138.107,192.168.10.5,202304210302,2,1,3,0,1194,1,0.198674,0.198674,44,40,-10000,-10000,44,44,1
167.94.138.147,192.168.10.5,202304210302,2,1,3,0,17084,1,0.200185,0.200185,44,40,-10000,-10000,44,44,1
167.94.138.52,192.168.10.5,202304210302,25,18,43,0,1194,1,1.211558,0.0,295,40,1.198902,0.0,60,40,1
