address,partner,date,rcv_packet_count,snd_packet_count,tcp_count,udp_count,most_port,port_count,rcv_max_int,rcv_min_int,rcv_max_len,rcv_min_len,snd_max_int,snd_min_int,snd_max_len,snd_min_len,label
200.24.217.90,192.168.10.5,202305241158,14,9,23,0,445,1,41.041333,0.005922,180,40,41.361563,0.005366,221,40,1
179.60.147.13,192.168.10.5,202305241159,5,4,9,0,51389,1,1.248435,0.0,87,40,1.008725,0.0,52,40,1
83.48.70.199,192.168.10.5,202305241157,12,10,22,0,3389,1,49.240536,0.0,83,40,49.541919,0.0,59,40,1
164.92.114.247,192.168.10.5,202305241158,34,27,61,0,14147,3,13.613979,0.0,594,52,13.614308,0.0,60,40,1
54.39.186.162,192.168.10.5,202305241159,4,3,7,0,3389,1,0.219371,0.0,83,40,0.17948,0.031195,59,40,1
107.170.78.8,192.168.10.5,202305241159,7,6,13,0,8009,1,3.855336,0.0,60,40,3.855681,0.0,837,40,1
194.165.17.11,192.168.10.5,202305241159,10,8,18,0,3589,2,15.906206,0.0,87,40,16.179554,0.0,52,40,1
162.142.125.245,192.168.10.5,202305241159,2,1,3,0,18551,1,0.143613,0.143613,44,40,-10000,-10000,44,44,1
162.142.125.216,192.168.10.5,202305241159,13,9,22,0,18551,1,1.166273,0.0,295,52,1.159337,0.0,60,52,1
162.142.125.160,192.168.10.5,202305241159,2,1,3,0,18551,1,0.156947,0.156947,60,40,-10000,-10000,60,60,1
183.255.49.86,192.168.10.5,202305241159,7,7,14,0,5900,1,1.978985,0.000594,64,52,1.978985,0.00095,64,52,1
2.136.243.236,192.168.10.5,202305241200,12,14,26,0,22,1,1.328033,0.0,1028,52,0.973685,0.0002,699,52,1
76.139.51.247,192.168.10.5,202305241159,1,6,7,0,443,1,-10000,-10000,52,52,16.240177,1.020609,52,52,1
103.158.96.154,192.168.10.5,202305241159,1,6,7,0,3389,1,-10000,-10000,52,52,16.240414,1.034426,52,52,1
89.248.165.104,192.168.10.5,202305241200,3,1,4,0,3350,1,0.253471,0.003256,44,40,-10000,-10000,44,44,1
83.48.70.199,192.168.10.5,202305241200,4,3,7,0,3389,1,0.341087,0.001198,83,40,0.303669,0.036805,59,40,1
200.24.217.90,192.168.10.5,202305241200,2,0,2,0,445,1,0.000626,0.000626,40,40,-10000,-10000,-10000,-10000,1
193.105.134.95,192.168.10.5,202305241200,10,12,22,0,22,1,1.267555,0.000587,944,40,0.967299,0.000925,888,40,1
125.212.243.141,192.168.10.5,202305241200,0,1,1,0,3389,1,-10000,-10000,-10000,-10000,-10000,-10000,59,59,1
164.92.114.247,192.168.10.5,202305241200,6,5,11,0,5269,1,2.763304,0.001526,206,52,2.945056,0.0,60,52,1
106.53.74.140,192.168.10.5,202305241200,6,7,13,0,5900,1,1.000878,0.0,64,52,1.000878,0.000824,64,52,1
106.55.7.207,192.168.10.5,202305241200,7,8,15,0,5900,1,1.14985,0.000877,64,52,1.14985,0.000945,64,52,1
103.162.36.21,192.168.10.5,202305241159,8,7,15,0,3389,1,39.3267,0.0,83,40,39.419352,0.00015,59,40,1
159.203.165.156,192.168.10.5,202305241200,4,4,8,0,25834,1,1.175768,0.0,44,40,1.174676,0.0,44,40,1
167.99.71.79,192.168.10.5,202305241200,4,4,8,0,45647,1,1.088891,0.000964,44,40,1.088748,9.7e-05,44,40,1
111.90.33.178,192.168.10.5,202305241200,8,6,14,0,3389,1,0.148328,0.0,83,40,0.161475,0.034918,59,40,1
194.165.17.11,192.168.10.5,202305241200,5,4,9,0,10444,1,1.270775,0.000625,87,40,1.008537,1e-06,52,40,1
14.224.149.47,192.168.10.5,202305241200,20,19,39,0,3389,1,1.17245,0.0,83,40,1.018327,0.001676,59,40,1
182.151.29.95,192.168.10.5,202305241200,6,6,12,0,5900,1,0.992305,1e-06,64,52,0.992304,0.000527,64,52,1
45.118.139.90,192.168.10.5,202305241200,4,3,7,0,3389,1,0.121816,0.0,83,40,0.084086,0.035263,59,40,1
27.203.87.240,192.168.10.5,202305241200,1,6,7,0,23,1,-10000,-10000,44,44,16.240495,1.026205,44,44,1
122.15.177.20,192.168.10.5,202305241201,1,1,2,0,491,1,-10000,-10000,44,44,-10000,-10000,40,40,1
49.142.150.14,192.168.10.5,202305241200,7,4,11,0,23,1,36.666149,0.041424,60,40,36.73565,0.076368,60,44,1
91.191.209.206,192.168.10.5,202305241201,10,8,18,0,7671,2,9.501491,0.0,87,40,9.798165,0.0,52,40,1
83.48.70.199,192.168.10.5,202305241201,8,6,14,0,3389,1,4.239025,0.0,83,40,4.549424,0.02578,59,40,1
61.177.172.185,192.168.10.5,202305241201,11,16,27,0,22,1,1.304547,0.0,908,40,0.636746,0.0,699,52,1
192.241.201.126,192.168.10.5,202305241201,1,6,7,0,8998,1,-10000,-10000,44,44,16.240494,1.024568,44,44,1
103.162.36.21,192.168.10.5,202305241201,4,3,7,0,3389,1,0.139178,0.0,83,40,0.094482,0.025831,59,40,1
2.136.243.236,192.168.10.5,202305241201,12,13,25,0,22,1,1.306052,5e-05,1028,52,0.969657,0.000722,699,52,1
128.116.42.18,192.168.10.5,202305241200,11,61,72,0,443,2,29.308966,0.052463,52,52,13.75954,0.0,52,44,1
83.48.125.216,192.168.10.5,202305241201,4,3,7,0,3389,1,0.379531,0.000149,83,40,0.31315,0.067037,59,40,1
124.223.169.131,192.168.10.5,202305241201,5,5,10,0,5900,1,0.174476,0.0,64,52,0.175404,0.000528,64,52,1
124.223.73.187,192.168.10.5,202305241201,5,5,10,0,5900,1,0.18126,0.0,64,52,0.181389,0.000514,64,52,1
