address,partner,date,rcv_packet_count,snd_packet_count,tcp_count,udp_count,most_port,port_count,rcv_max_int,rcv_min_int,rcv_max_len,rcv_min_len,snd_max_int,snd_min_int,snd_max_len,snd_min_len,label
194.165.17.11,192.168.10.5,202304090358,5,4,9,0,9823,1,1.269909,5.6e-05,87,40,1.005448,0.0,52,40,1
139.59.170.85,192.168.10.5,202304090357,16,13,29,0,1911,3,37.97762,1e-06,565,52,37.978151,0.0,60,52,1
103.234.24.138,192.168.10.5,202304090359,4,3,7,0,445,1,0.167951,0.00321,52,40,0.151908,0.021594,52,40,1
91.191.209.202,192.168.10.5,202304090359,5,4,9,0,5540,1,1.300666,0.0,87,40,1.005309,0.0,52,40,1
120.25.227.158,192.168.10.5,202304090359,5,5,10,0,5900,1,0.216232,0.0,64,52,0.215509,0.001365,64,52,1
45.79.67.140,192.168.10.5,202304090358,1,6,7,0,1723,1,-10000,-10000,44,44,16.198332,1.035703,44,44,1
178.128.32.203,192.168.10.5,202304090359,26,18,44,0,5432,1,3.220555,0.0,220,52,3.465598,0.000347,61,52,1
144.126.200.10,192.168.10.5,202304090359,5,5,10,0,3385,1,1.250543,0.0,71,52,1.005744,1e-06,60,52,1
192.241.238.18,192.168.10.5,202304090358,13,15,28,0,443,1,82.797944,0.0,189,44,51.187395,0.00011,1454,40,1
106.13.223.201,192.168.10.5,202304090359,5,5,10,0,5900,1,0.214471,0.0,64,52,0.214256,0.001141,64,52,1
178.128.158.212,192.168.10.5,202304090400,5,4,9,0,7656,1,1.157111,0.0,60,52,1.154842,1e-06,60,52,1
91.191.209.206,192.168.10.5,202304090359,10,8,18,0,8682,2,7.514424,0.0,87,40,7.815816,1e-06,52,40,1
150.158.50.247,192.168.10.5,202304090400,6,8,14,0,5900,1,1.343206,0.0,64,52,0.578819,0.001696,64,52,1
5.188.86.237,192.168.10.5,202304090400,8,11,19,0,5432,1,0.284199,0.000891,137,40,0.370608,4.9e-05,91,40,1
121.227.31.42,192.168.10.5,202304090400,7,8,15,0,5900,1,2.003931,0.0,64,52,1.02595,0.001114,64,52,1
107.170.255.24,192.168.10.5,202304090400,1,5,6,0,5060,1,-10000,-10000,44,44,8.227702,1.008222,44,44,1
103.234.24.138,192.168.10.5,202304090400,2,4,6,0,445,1,7.353583,7.353583,52,40,4.178064,1.007598,52,52,1
91.191.209.202,192.168.10.5,202304090400,5,4,9,0,18901,1,1.305681,0.000644,87,40,1.00524,1e-06,52,40,1
64.62.197.9,192.168.10.5,202304090400,1,0,0,1,5060,1,-10000,-10000,35,35,-10000,-10000,-10000,-10000,1
89.248.165.253,192.168.10.5,202304090400,3,1,4,0,8484,1,0.247543,0.017584,44,40,-10000,-10000,44,44,1
36.134.47.247,192.168.10.5,202304090400,5,11,16,0,5900,1,4.28633,1e-06,64,52,2.056979,0.001211,64,52,1
194.165.17.11,192.168.10.5,202304090400,10,8,18,0,5626,2,48.186515,0.0,87,40,48.448381,0.0,52,40,1
179.60.147.13,192.168.10.5,202304090400,10,8,18,0,9991,2,17.257956,0.0,87,40,17.506637,1e-06,52,40,1
38.68.14.10,192.168.10.5,202304090401,4,3,7,0,3389,1,0.196547,0.002289,83,40,0.147398,0.050313,59,40,1
220.220.248.1,192.168.10.5,202304090356,23,23,0,46,60622,21,60.422815,0.0,125,91,60.422899,0.0,75,58,1
94.102.61.28,192.168.10.5,202304090400,6,11,17,0,9199,1,30.061141,0.0,259,44,14.512289,1e-06,60,44,1
141.95.45.16,192.168.10.5,202304090400,16,96,112,0,80,2,2.990622,0.001197,52,52,7.713614,0.0,52,52,1
91.191.209.202,192.168.10.5,202304090401,5,4,9,0,5353,1,1.304703,0.0,87,40,1.006335,0.0,52,40,1
