daytime,TP_rate,FP_rate,TN_rate,FN_rate,accuracy,loss,f1_score,benign_count,malicious_count,flow_num,benign_rate,nmr_fn_rate,nmr_benign_rate
2022-08-03 19:21:35,0.5895522388059702,0.0,1.0,0.41044776119402987,0.5965770171149144,0.6814142130443716,0.7417840375586855,14,804,818,0.017114914425427872,0.6544000000000001,0.1198044009779951
2022-08-03 20:21:35,0.6343825665859564,0.0,1.0,0.36561743341404357,0.639618138424821,0.6776931182129791,0.7762962962962963,12,826,838,0.014319809069212411,0.6704,0.10023866348448687
2022-08-03 21:21:35,0.5870712401055409,0.0,1.0,0.4129287598944591,0.5935064935064935,0.6857362569267984,0.7398171238570241,12,758,770,0.015584415584415584,0.616,0.10909090909090909
2022-08-03 22:21:35,0.6663316582914572,0.0,1.0,0.3336683417085427,0.6703078450844091,0.6556728838137506,0.7997587454764777,12,995,1007,0.011916583912611719,0.8056000000000001,0.08341608738828203
2022-08-03 23:21:35,0.5454545454545454,0.0,1.0,0.45454545454545453,0.552896725440806,0.6791137473052845,0.7058823529411765,13,781,794,0.0163727959697733,0.6352000000000001,0.11460957178841309
2022-08-04 00:21:35,0.5813333333333334,0.0,1.0,0.4186666666666667,0.5879265091863517,0.6722071416116927,0.7352445193929174,12,750,762,0.015748031496062992,0.6096,0.11023622047244094
2022-08-04 01:21:35,0.5541022592152199,0.0,1.0,0.44589774078478,0.5603751465416178,0.6802904367045156,0.7130833970925784,12,841,853,0.01406799531066823,0.6824,0.09847596717467762
2022-08-04 02:21:35,0.6632231404958677,0.0,1.0,0.3367768595041322,0.6673469387755102,0.6656414415122271,0.7975155279503106,12,968,980,0.012244897959183673,0.784,0.08571428571428572
2022-08-04 03:21:35,0.5890243902439024,0.0,1.0,0.41097560975609754,0.595438175270108,0.6811130919187143,0.7413660782808903,13,820,833,0.015606242496998799,0.6664,0.1092436974789916
2022-08-04 04:21:35,0.6034271725826194,0.0,1.0,0.39657282741738065,0.6086956521739131,0.6776131532955901,0.7526717557251908,11,817,828,0.013285024154589372,0.6624,0.0929951690821256
2022-08-04 05:21:35,0.614321608040201,0.0,1.0,0.38567839195979897,0.6209876543209877,0.6717183930196384,0.7610894941634241,14,796,810,0.01728395061728395,0.648,0.12098765432098764
2022-08-04 06:21:35,0.6564580559254327,0.0,1.0,0.34354194407456723,0.6618610747051114,0.6446897985954715,0.792604501607717,12,751,763,0.015727391874180863,0.6104,0.11009174311926605
2022-08-04 07:21:35,0.6547144754316069,0.0,1.0,0.3452855245683931,0.6601307189542484,0.6757876882246368,0.7913322632423756,12,753,765,0.01568627450980392,0.6120000000000001,0.10980392156862745
2022-08-04 08:21:35,0.5962314939434724,0.0,1.0,0.4037685060565276,0.6026490066225165,0.6760690533111661,0.7470489038785835,12,743,755,0.015894039735099338,0.604,0.11125827814569536
2022-08-04 09:21:35,0.6198675496688741,0.0,1.0,0.3801324503311258,0.6263020833333334,0.6810365567319635,0.7653311529026983,13,755,768,0.016927083333333332,0.6144000000000001,0.11848958333333333
2022-08-04 10:21:35,0.697452229299363,0.0,1.0,0.30254777070063693,0.7018828451882845,0.6648138364077356,0.8217636022514071,14,942,956,0.014644351464435146,0.7648,0.10251046025104603
2022-08-04 11:21:35,0.6697674418604651,0.0,1.0,0.3302325581395349,0.6743119266055045,0.6688885112694513,0.8022284122562674,12,860,872,0.013761467889908258,0.6976000000000001,0.0963302752293578
2022-08-04 12:21:35,0.6239737274220033,0.0,1.0,0.3760262725779967,0.6312399355877617,0.6640261019515686,0.7684529828109201,12,609,621,0.01932367149758454,0.4968,0.13526570048309178
2022-08-04 13:21:35,0.6360902255639098,0.0,1.0,0.36390977443609024,0.6425406203840472,0.6761777527356585,0.7775735294117647,12,665,677,0.01772525849335303,0.5416000000000001,0.1240768094534712
2022-08-04 14:21:35,0.6375488917861799,0.0,1.0,0.3624511082138201,0.6440460947503202,0.6671209884625123,0.7786624203821656,14,767,781,0.01792573623559539,0.6248,0.12548015364916773
2022-08-04 15:21:35,0.6695747001090513,0.0,1.0,0.33042529989094876,0.6745435016111708,0.6269905047044417,0.8020901371652515,14,917,931,0.015037593984962405,0.7448000000000001,0.10526315789473684
2022-08-04 16:21:35,0.66125,0.0,1.0,0.33875,0.666256157635468,0.6369387212512838,0.7960872836719338,12,800,812,0.014778325123152709,0.6496000000000001,0.10344827586206896
2022-08-04 17:21:35,0.6921269095182139,0.0,1.0,0.3078730904817861,0.6964078794901506,0.6522870480489923,0.8180555555555555,12,851,863,0.013904982618771726,0.6904,0.09733487833140209
2022-08-04 18:21:35,0.6578212290502793,0.0,1.0,0.34217877094972066,0.6643835616438356,0.6789766500734986,0.793597304128054,14,716,730,0.019178082191780823,0.5840000000000001,0.13424657534246576
2022-08-04 19:21:35,0.625585023400936,0.0,1.0,0.374414976599064,0.6324655436447167,0.680144928243785,0.7696737044145874,12,641,653,0.018376722817764167,0.5224000000000001,0.12863705972434916
2022-08-04 20:21:35,0.6591276252019386,0.0,1.0,0.3408723747980614,0.6666666666666666,0.6628829465037596,0.7945472249269717,14,619,633,0.022116903633491312,0.5064000000000001,0.15481832543443919
2022-08-04 21:21:35,0.6634877384196185,0.0,1.0,0.33651226158038144,0.6697860962566845,0.6762315757453582,0.7977067977067978,14,734,748,0.01871657754010695,0.5984,0.13101604278074866
2022-08-04 22:21:35,0.6940382452193475,0.0,1.0,0.3059617547806524,0.6981132075471698,0.6619730347522346,0.8193891102257637,12,889,901,0.013318534961154272,0.7208000000000001,0.0932297447280799
