daytime,accuracy,loss,training_time,benign_count,malicious_count,flow_num
2022-08-09 18:51:35,1.0,0.00022336977417580783,0.047008514404296875,14,968,982
2022-08-09 19:51:35,1.0,0.00020504700660239905,0.04619550704956055,12,1009,1021
2022-08-09 20:51:35,1.0,0.00021606037626042962,0.04632878303527832,14,1186,1200
2022-08-09 21:51:35,1.0,0.00019314669771119952,0.04309535026550293,12,1122,1134
2022-08-09 22:51:35,1.0,0.0002494218060746789,0.04530692100524902,12,923,935
2022-08-09 23:51:35,1.0,0.0002515575324650854,0.04138612747192383,13,773,786
2022-08-10 00:51:35,1.0,0.00033627700759097934,0.04261279106140137,14,655,669
2022-08-10 01:51:35,1.0,0.00029229666688479483,0.0424191951751709,12,708,720
2022-08-10 02:51:35,1.0,0.00022655297652818263,0.03937578201293945,14,759,773
2022-08-10 03:51:35,1.0,0.00024011942150536925,0.04549074172973633,12,703,715
2022-08-10 04:51:35,1.0,0.00018464497406966984,0.04239010810852051,12,765,777
2022-08-10 05:51:35,1.0,0.0001943479583133012,0.03881692886352539,13,782,795
2022-08-10 06:51:35,1.0,0.00023850248544476926,0.0403594970703125,15,822,837
2022-08-10 07:51:35,0.9987834692001343,0.0062519339844584465,0.04994821548461914,12,810,822
2022-08-10 08:51:35,1.0,0.00023414011229760945,0.042813777923583984,12,912,924
2022-08-10 09:51:35,1.0,0.00021980848396196961,0.04233217239379883,12,919,931
2022-08-10 10:51:35,1.0,0.00022652139887213707,0.042333126068115234,14,919,933
2022-08-10 11:51:35,1.0,0.00022003904450684786,0.040784358978271484,12,964,976
2022-08-10 12:51:35,1.0,0.00017084866703953594,0.040903568267822266,12,896,908
2022-08-10 13:51:35,1.0,0.0002476517984177917,0.03935432434082031,14,860,874
2022-08-10 14:51:35,1.0,0.00021468388149514794,0.03797507286071777,12,797,809
2022-08-10 15:51:35,1.0,0.00019318840350024402,0.04133009910583496,14,1073,1087
2022-08-10 16:51:35,1.0,0.00039735515019856393,0.03802180290222168,12,828,840
2022-08-10 17:51:35,1.0,0.0002630646340548992,0.0399165153503418,14,709,723
2022-08-10 18:51:35,1.0,0.0003076271677855402,0.03929400444030762,14,732,746
2022-08-10 19:51:35,1.0,0.00022785208420827985,0.040754079818725586,12,778,790
2022-08-10 20:51:35,1.0,0.00015476038970518857,0.04356813430786133,12,960,972
2022-08-10 21:51:35,0.998908281326294,0.00546604860574007,0.03916597366333008,12,904,916
2022-08-10 22:51:35,1.0,0.00022297042596619576,0.0419764518737793,13,984,997
2022-08-10 23:51:35,1.0,0.0002499300753697753,0.03957653045654297,13,717,730
2022-08-11 00:51:35,1.0,0.0002509842161089182,0.038396358489990234,14,787,801
2022-08-11 01:51:35,1.0,0.0003009359061252326,0.039266347885131836,12,731,743
2022-08-11 02:51:35,0.9974715709686279,0.006678484845906496,0.046156883239746094,12,779,791
2022-08-11 03:51:35,1.0,0.0003565686347428709,0.04465174674987793,16,953,969
2022-08-11 04:51:35,1.0,0.0004380655300337821,0.04872727394104004,12,890,902
2022-08-11 05:51:35,1.0,0.0004887415561825037,0.05213141441345215,12,932,944
2022-08-11 06:51:35,1.0,0.0005215622950345278,0.04465174674987793,12,889,901
2022-08-11 07:51:35,1.0,0.0005845978739671409,0.042389869689941406,16,913,929
2022-08-11 08:51:35,1.0,0.0003502699837554246,0.03955698013305664,12,975,987
2022-08-11 09:51:35,0.9989979863166809,0.0015127408551052213,0.038277626037597656,12,986,998
2022-08-11 10:51:35,1.0,0.0002977076219394803,0.03861594200134277,14,1011,1025
2022-08-11 11:51:35,1.0,0.00029442450613714755,0.03986835479736328,14,903,917
2022-08-11 12:51:35,1.0,0.00023223093012347817,0.044464111328125,12,842,854
2022-08-11 13:51:35,1.0,0.0001935349137056619,0.03858351707458496,12,862,874
2022-08-11 14:51:35,1.0,0.00015531887765973806,0.04135942459106445,12,1081,1093
2022-08-11 15:51:35,1.0,0.00015445853932760656,0.04606199264526367,14,1157,1171
2022-08-11 16:51:35,1.0,0.00018007509061135352,0.043274641036987305,12,1087,1099
